context: Board: Home Run response:	Pre! Preparation!
context: Oh my god!\Don't tell me you saw me sleeping!\I'm sorry, but I did.\No!\What now?! You saw my weird sleeping face...\No! No! He saw such an awful side of me...\Calm down.\We've been kicked out. response:	It can't be helped.
context: Don't tell me you saw me sleeping!\I'm sorry, but I did.\No!\What now?! You saw my weird sleeping face...\No! No! He saw such an awful side of me...\Calm down.\We've been kicked out.\It can't be helped. response:	Let's go have breakfast -
context: I'm sorry, but I did.\No!\What now?! You saw my weird sleeping face...\No! No! He saw such an awful side of me...\Calm down.\We've been kicked out.\It can't be helped.\Let's go have breakfast - response:	All right, let's go have fun!
context: No!\What now?! You saw my weird sleeping face...\No! No! He saw such an awful side of me...\Calm down.\We've been kicked out.\It can't be helped.\Let's go have breakfast -\All right, let's go have fun! response:	I was busy the whole time because of the cultural festival,
context: What now?! You saw my weird sleeping face...\No! No! He saw such an awful side of me...\Calm down.\We've been kicked out.\It can't be helped.\Let's go have breakfast -\All right, let's go have fun!\I was busy the whole time because of the cultural festival, response:	so it's been a long time since I went out to have fun.
context: No! No! He saw such an awful side of me...\Calm down.\We've been kicked out.\It can't be helped.\Let's go have breakfast -\All right, let's go have fun!\I was busy the whole time because of the cultural festival,\so it's been a long time since I went out to have fun. response:	Oh, right! I know a good place!
context: Calm down.\We've been kicked out.\It can't be helped.\Let's go have breakfast -\All right, let's go have fun!\I was busy the whole time because of the cultural festival,\so it's been a long time since I went out to have fun.\Oh, right! I know a good place! response:	100 hits of every ball speed...
context: We've been kicked out.\It can't be helped.\Let's go have breakfast -\All right, let's go have fun!\I was busy the whole time because of the cultural festival,\so it's been a long time since I went out to have fun.\Oh, right! I know a good place!\100 hits of every ball speed... response:	Kitamura sure is a weird guy.
context: It can't be helped.\Let's go have breakfast -\All right, let's go have fun!\I was busy the whole time because of the cultural festival,\so it's been a long time since I went out to have fun.\Oh, right! I know a good place!\100 hits of every ball speed...\Kitamura sure is a weird guy. response:	This really is the best; sweating it out as a healthy student!
context: Let's go have breakfast -\All right, let's go have fun!\I was busy the whole time because of the cultural festival,\so it's been a long time since I went out to have fun.\Oh, right! I know a good place!\100 hits of every ball speed...\Kitamura sure is a weird guy.\This really is the best; sweating it out as a healthy student! response:	No matter how you look at it, it's a sickness.
context: All right, let's go have fun!\I was busy the whole time because of the cultural festival,\so it's been a long time since I went out to have fun.\Oh, right! I know a good place!\100 hits of every ball speed...\Kitamura sure is a weird guy.\This really is the best; sweating it out as a healthy student!\No matter how you look at it, it's a sickness. response:	All right.
context: I was busy the whole time because of the cultural festival,\so it's been a long time since I went out to have fun.\Oh, right! I know a good place!\100 hits of every ball speed...\Kitamura sure is a weird guy.\This really is the best; sweating it out as a healthy student!\No matter how you look at it, it's a sickness.\All right. response:	Takasu, it's your turn next.
context: so it's been a long time since I went out to have fun.\Oh, right! I know a good place!\100 hits of every ball speed...\Kitamura sure is a weird guy.\This really is the best; sweating it out as a healthy student!\No matter how you look at it, it's a sickness.\All right.\Takasu, it's your turn next. response:	No, I'm -
context: Oh, right! I know a good place!\100 hits of every ball speed...\Kitamura sure is a weird guy.\This really is the best; sweating it out as a healthy student!\No matter how you look at it, it's a sickness.\All right.\Takasu, it's your turn next.\No, I'm - response:	Kitamura-kun, I'll go next!
context: 100 hits of every ball speed...\Kitamura sure is a weird guy.\This really is the best; sweating it out as a healthy student!\No matter how you look at it, it's a sickness.\All right.\Takasu, it's your turn next.\No, I'm -\Kitamura-kun, I'll go next! response:	Oh, Aisaka, you seem determined.
context: Kitamura sure is a weird guy.\This really is the best; sweating it out as a healthy student!\No matter how you look at it, it's a sickness.\All right.\Takasu, it's your turn next.\No, I'm -\Kitamura-kun, I'll go next!\Oh, Aisaka, you seem determined. response:	Taiga?
context: This really is the best; sweating it out as a healthy student!\No matter how you look at it, it's a sickness.\All right.\Takasu, it's your turn next.\No, I'm -\Kitamura-kun, I'll go next!\Oh, Aisaka, you seem determined.\Taiga? response:	Just watch.
context: No matter how you look at it, it's a sickness.\All right.\Takasu, it's your turn next.\No, I'm -\Kitamura-kun, I'll go next!\Oh, Aisaka, you seem determined.\Taiga?\Just watch. response:	I'll hit it for sure.
context: All right.\Takasu, it's your turn next.\No, I'm -\Kitamura-kun, I'll go next!\Oh, Aisaka, you seem determined.\Taiga?\Just watch.\I'll hit it for sure. response:	All right.
context: Takasu, it's your turn next.\No, I'm -\Kitamura-kun, I'll go next!\Oh, Aisaka, you seem determined.\Taiga?\Just watch.\I'll hit it for sure.\All right. response:	Aisaka, don't spread your arms.
context: No, I'm -\Kitamura-kun, I'll go next!\Oh, Aisaka, you seem determined.\Taiga?\Just watch.\I'll hit it for sure.\All right.\Aisaka, don't spread your arms. response:	Nice! You hit it!
context: Kitamura-kun, I'll go next!\Oh, Aisaka, you seem determined.\Taiga?\Just watch.\I'll hit it for sure.\All right.\Aisaka, don't spread your arms.\Nice! You hit it! response:	I might have discovered our next star player!
context: Oh, Aisaka, you seem determined.\Taiga?\Just watch.\I'll hit it for sure.\All right.\Aisaka, don't spread your arms.\Nice! You hit it!\I might have discovered our next star player! response:	Amazing!
context: Taiga?\Just watch.\I'll hit it for sure.\All right.\Aisaka, don't spread your arms.\Nice! You hit it!\I might have discovered our next star player!\Amazing! response:	You're amazing, Aisaka!
context: Just watch.\I'll hit it for sure.\All right.\Aisaka, don't spread your arms.\Nice! You hit it!\I might have discovered our next star player!\Amazing!\You're amazing, Aisaka! response:	Why is someone so talented like you not in the baseball club?
context: I'll hit it for sure.\All right.\Aisaka, don't spread your arms.\Nice! You hit it!\I might have discovered our next star player!\Amazing!\You're amazing, Aisaka!\Why is someone so talented like you not in the baseball club? response:	I'm back.
context: All right.\Aisaka, don't spread your arms.\Nice! You hit it!\I might have discovered our next star player!\Amazing!\You're amazing, Aisaka!\Why is someone so talented like you not in the baseball club?\I'm back. response:	That was an awesome home run!
context: Aisaka, don't spread your arms.\Nice! You hit it!\I might have discovered our next star player!\Amazing!\You're amazing, Aisaka!\Why is someone so talented like you not in the baseball club?\I'm back.\That was an awesome home run! response:	Aisaka, you have talent!
context: Nice! You hit it!\I might have discovered our next star player!\Amazing!\You're amazing, Aisaka!\Why is someone so talented like you not in the baseball club?\I'm back.\That was an awesome home run!\Aisaka, you have talent! response:	T-That's not true...
context: I might have discovered our next star player!\Amazing!\You're amazing, Aisaka!\Why is someone so talented like you not in the baseball club?\I'm back.\That was an awesome home run!\Aisaka, you have talent!\T-That's not true... response:	Ryuu-chan, can you help me hold Kitamura-kun still?
context: Amazing!\You're amazing, Aisaka!\Why is someone so talented like you not in the baseball club?\I'm back.\That was an awesome home run!\Aisaka, you have talent!\T-That's not true...\Ryuu-chan, can you help me hold Kitamura-kun still? response:	Like this?
context: You're amazing, Aisaka!\Why is someone so talented like you not in the baseball club?\I'm back.\That was an awesome home run!\Aisaka, you have talent!\T-That's not true...\Ryuu-chan, can you help me hold Kitamura-kun still?\Like this? response:	Yes, don't let him go.
context: Why is someone so talented like you not in the baseball club?\I'm back.\That was an awesome home run!\Aisaka, you have talent!\T-That's not true...\Ryuu-chan, can you help me hold Kitamura-kun still?\Like this?\Yes, don't let him go. response:	Taiga, help me!
context: I'm back.\That was an awesome home run!\Aisaka, you have talent!\T-That's not true...\Ryuu-chan, can you help me hold Kitamura-kun still?\Like this?\Yes, don't let him go.\Taiga, help me! response:	Just then...
context: That was an awesome home run!\Aisaka, you have talent!\T-That's not true...\Ryuu-chan, can you help me hold Kitamura-kun still?\Like this?\Yes, don't let him go.\Taiga, help me!\Just then... response:	Your father gave me a call.
context: Aisaka, you have talent!\T-That's not true...\Ryuu-chan, can you help me hold Kitamura-kun still?\Like this?\Yes, don't let him go.\Taiga, help me!\Just then...\Your father gave me a call. response:	He sounded very desperate,
context: T-That's not true...\Ryuu-chan, can you help me hold Kitamura-kun still?\Like this?\Yes, don't let him go.\Taiga, help me!\Just then...\Your father gave me a call.\He sounded very desperate, response:	so I thought it'd be best for you to go home normally.
context: Ryuu-chan, can you help me hold Kitamura-kun still?\Like this?\Yes, don't let him go.\Taiga, help me!\Just then...\Your father gave me a call.\He sounded very desperate,\so I thought it'd be best for you to go home normally. response:	So you've teamed up with my parents against me...
context: Like this?\Yes, don't let him go.\Taiga, help me!\Just then...\Your father gave me a call.\He sounded very desperate,\so I thought it'd be best for you to go home normally.\So you've teamed up with my parents against me... response:	In the end, guardians are just guardians!
context: Yes, don't let him go.\Taiga, help me!\Just then...\Your father gave me a call.\He sounded very desperate,\so I thought it'd be best for you to go home normally.\So you've teamed up with my parents against me...\In the end, guardians are just guardians! response:	You're going to become the student council president, right?
context: Taiga, help me!\Just then...\Your father gave me a call.\He sounded very desperate,\so I thought it'd be best for you to go home normally.\So you've teamed up with my parents against me...\In the end, guardians are just guardians!\You're going to become the student council president, right? response:	So dying your hair blonde is a no-no.
context: Just then...\Your father gave me a call.\He sounded very desperate,\so I thought it'd be best for you to go home normally.\So you've teamed up with my parents against me...\In the end, guardians are just guardians!\You're going to become the student council president, right?\So dying your hair blonde is a no-no. response:	I'm not going to become the student council president!
context: Your father gave me a call.\He sounded very desperate,\so I thought it'd be best for you to go home normally.\So you've teamed up with my parents against me...\In the end, guardians are just guardians!\You're going to become the student council president, right?\So dying your hair blonde is a no-no.\I'm not going to become the student council president! response:	I'd rather die!
context: He sounded very desperate,\so I thought it'd be best for you to go home normally.\So you've teamed up with my parents against me...\In the end, guardians are just guardians!\You're going to become the student council president, right?\So dying your hair blonde is a no-no.\I'm not going to become the student council president!\I'd rather die! response:	I wonder if Kitamura-kun made it home safely...
context: so I thought it'd be best for you to go home normally.\So you've teamed up with my parents against me...\In the end, guardians are just guardians!\You're going to become the student council president, right?\So dying your hair blonde is a no-no.\I'm not going to become the student council president!\I'd rather die!\I wonder if Kitamura-kun made it home safely... response:	Beats me.
context: So you've teamed up with my parents against me...\In the end, guardians are just guardians!\You're going to become the student council president, right?\So dying your hair blonde is a no-no.\I'm not going to become the student council president!\I'd rather die!\I wonder if Kitamura-kun made it home safely...\Beats me. response:	I think he's serious about it.
context: In the end, guardians are just guardians!\You're going to become the student council president, right?\So dying your hair blonde is a no-no.\I'm not going to become the student council president!\I'd rather die!\I wonder if Kitamura-kun made it home safely...\Beats me.\I think he's serious about it. response:	Is he really?
context: You're going to become the student council president, right?\So dying your hair blonde is a no-no.\I'm not going to become the student council president!\I'd rather die!\I wonder if Kitamura-kun made it home safely...\Beats me.\I think he's serious about it.\Is he really? response:	Do you remember what Minorin said during the summer at the villa?
context: So dying your hair blonde is a no-no.\I'm not going to become the student council president!\I'd rather die!\I wonder if Kitamura-kun made it home safely...\Beats me.\I think he's serious about it.\Is he really?\Do you remember what Minorin said during the summer at the villa? response:	She said she loves horror, so that's why she says she hates it.
context: I'm not going to become the student council president!\I'd rather die!\I wonder if Kitamura-kun made it home safely...\Beats me.\I think he's serious about it.\Is he really?\Do you remember what Minorin said during the summer at the villa?\She said she loves horror, so that's why she says she hates it. response:	Oh, that reverse psychology thing?
context: I'd rather die!\I wonder if Kitamura-kun made it home safely...\Beats me.\I think he's serious about it.\Is he really?\Do you remember what Minorin said during the summer at the villa?\She said she loves horror, so that's why she says she hates it.\Oh, that reverse psychology thing? response:	Kitamura-kun says that he doesn't want to become the student council president...
context: I wonder if Kitamura-kun made it home safely...\Beats me.\I think he's serious about it.\Is he really?\Do you remember what Minorin said during the summer at the villa?\She said she loves horror, so that's why she says she hates it.\Oh, that reverse psychology thing?\Kitamura-kun says that he doesn't want to become the student council president... response:	I wonder if he means the opposite...
context: Beats me.\I think he's serious about it.\Is he really?\Do you remember what Minorin said during the summer at the villa?\She said she loves horror, so that's why she says she hates it.\Oh, that reverse psychology thing?\Kitamura-kun says that he doesn't want to become the student council president...\I wonder if he means the opposite... response:	So he actually wants to?
context: I think he's serious about it.\Is he really?\Do you remember what Minorin said during the summer at the villa?\She said she loves horror, so that's why she says she hates it.\Oh, that reverse psychology thing?\Kitamura-kun says that he doesn't want to become the student council president...\I wonder if he means the opposite...\So he actually wants to? response:	Don't you think so?
context: Is he really?\Do you remember what Minorin said during the summer at the villa?\She said she loves horror, so that's why she says she hates it.\Oh, that reverse psychology thing?\Kitamura-kun says that he doesn't want to become the student council president...\I wonder if he means the opposite...\So he actually wants to?\Don't you think so? response:	Even if that's the case,
context: Do you remember what Minorin said during the summer at the villa?\She said she loves horror, so that's why she says she hates it.\Oh, that reverse psychology thing?\Kitamura-kun says that he doesn't want to become the student council president...\I wonder if he means the opposite...\So he actually wants to?\Don't you think so?\Even if that's the case, response:	we can't do anything about it with him as he is right now.
context: She said she loves horror, so that's why she says she hates it.\Oh, that reverse psychology thing?\Kitamura-kun says that he doesn't want to become the student council president...\I wonder if he means the opposite...\So he actually wants to?\Don't you think so?\Even if that's the case,\we can't do anything about it with him as he is right now. response:	But...
context: Oh, that reverse psychology thing?\Kitamura-kun says that he doesn't want to become the student council president...\I wonder if he means the opposite...\So he actually wants to?\Don't you think so?\Even if that's the case,\we can't do anything about it with him as he is right now.\But... response:	So we have to get his spirits up, huh?
context: Kitamura-kun says that he doesn't want to become the student council president...\I wonder if he means the opposite...\So he actually wants to?\Don't you think so?\Even if that's the case,\we can't do anything about it with him as he is right now.\But...\So we have to get his spirits up, huh? response:	Is it really all right?
context: I wonder if he means the opposite...\So he actually wants to?\Don't you think so?\Even if that's the case,\we can't do anything about it with him as he is right now.\But...\So we have to get his spirits up, huh?\Is it really all right? response:	Yeah, I've decided on it.
context: So he actually wants to?\Don't you think so?\Even if that's the case,\we can't do anything about it with him as he is right now.\But...\So we have to get his spirits up, huh?\Is it really all right?\Yeah, I've decided on it. response:	Then, put this on.
context: Don't you think so?\Even if that's the case,\we can't do anything about it with him as he is right now.\But...\So we have to get his spirits up, huh?\Is it really all right?\Yeah, I've decided on it.\Then, put this on. response:	Yeah.
context: Even if that's the case,\we can't do anything about it with him as he is right now.\But...\So we have to get his spirits up, huh?\Is it really all right?\Yeah, I've decided on it.\Then, put this on.\Yeah. response:	Let's go!
context: we can't do anything about it with him as he is right now.\But...\So we have to get his spirits up, huh?\Is it really all right?\Yeah, I've decided on it.\Then, put this on.\Yeah.\Let's go! response:	What kind joke is this?!
context: But...\So we have to get his spirits up, huh?\Is it really all right?\Yeah, I've decided on it.\Then, put this on.\Yeah.\Let's go!\What kind joke is this?! response:	No way...
context: So we have to get his spirits up, huh?\Is it really all right?\Yeah, I've decided on it.\Then, put this on.\Yeah.\Let's go!\What kind joke is this?!\No way... response:	Seriously?
context: Is it really all right?\Yeah, I've decided on it.\Then, put this on.\Yeah.\Let's go!\What kind joke is this?!\No way...\Seriously? response:	I was thinking -
context: Yeah, I've decided on it.\Then, put this on.\Yeah.\Let's go!\What kind joke is this?!\No way...\Seriously?\I was thinking - response:	Quiet down!
context: Then, put this on.\Yeah.\Let's go!\What kind joke is this?!\No way...\Seriously?\I was thinking -\Quiet down! response:	I'll announce it right now.
context: Yeah.\Let's go!\What kind joke is this?!\No way...\Seriously?\I was thinking -\Quiet down!\I'll announce it right now. response:	When I, Aisaka Taiga, am elected to become the student council president,
context: Let's go!\What kind joke is this?!\No way...\Seriously?\I was thinking -\Quiet down!\I'll announce it right now.\When I, Aisaka Taiga, am elected to become the student council president, response:	this school, your high school life, and your memories of this election...
context: What kind joke is this?!\No way...\Seriously?\I was thinking -\Quiet down!\I'll announce it right now.\When I, Aisaka Taiga, am elected to become the student council president,\this school, your high school life, and your memories of this election... response:	What?!
context: No way...\Seriously?\I was thinking -\Quiet down!\I'll announce it right now.\When I, Aisaka Taiga, am elected to become the student council president,\this school, your high school life, and your memories of this election...\What?! response:	When I am elected to become the student council president, everyone will be in a pit of terror.
context: Seriously?\I was thinking -\Quiet down!\I'll announce it right now.\When I, Aisaka Taiga, am elected to become the student council president,\this school, your high school life, and your memories of this election...\What?!\When I am elected to become the student council president, everyone will be in a pit of terror. response:	It's an abyss.
context: I was thinking -\Quiet down!\I'll announce it right now.\When I, Aisaka Taiga, am elected to become the student council president,\this school, your high school life, and your memories of this election...\What?!\When I am elected to become the student council president, everyone will be in a pit of terror.\It's an abyss. response:	I'll still b-bury -
context: Quiet down!\I'll announce it right now.\When I, Aisaka Taiga, am elected to become the student council president,\this school, your high school life, and your memories of this election...\What?!\When I am elected to become the student council president, everyone will be in a pit of terror.\It's an abyss.\I'll still b-bury - response:	You're still...
context: I'll announce it right now.\When I, Aisaka Taiga, am elected to become the student council president,\this school, your high school life, and your memories of this election...\What?!\When I am elected to become the student council president, everyone will be in a pit of terror.\It's an abyss.\I'll still b-bury -\You're still... response:	Come over here, you guys!
context: When I, Aisaka Taiga, am elected to become the student council president,\this school, your high school life, and your memories of this election...\What?!\When I am elected to become the student council president, everyone will be in a pit of terror.\It's an abyss.\I'll still b-bury -\You're still...\Come over here, you guys! response:	Hurry and shake hands with me.
