context: Wait! Wait! response:	Hey, now! You're going to fall if you keep running like that!
context: We will now begin the boys' race of the Salt Middle School Marathon.\Salt Middle School Marathon\On your marks...\Ready...\Nii-san!\Salt Middle School\You're not catching up to the leading pack on that leg...\Want me to possess you? response:	You just need to make the top ten, right?
context: Salt Middle School Marathon\On your marks...\Ready...\Nii-san!\Salt Middle School\You're not catching up to the leading pack on that leg...\Want me to possess you?\You just need to make the top ten, right? response:	Figures.
context: On your marks...\Ready...\Nii-san!\Salt Middle School\You're not catching up to the leading pack on that leg...\Want me to possess you?\You just need to make the top ten, right?\Figures. response:	My kid looked so annoyed.
context: Ready...\Nii-san!\Salt Middle School\You're not catching up to the leading pack on that leg...\Want me to possess you?\You just need to make the top ten, right?\Figures.\My kid looked so annoyed. response:	There's no way they'll catch up to the front.
context: Nii-san!\Salt Middle School\You're not catching up to the leading pack on that leg...\Want me to possess you?\You just need to make the top ten, right?\Figures.\My kid looked so annoyed.\There's no way they'll catch up to the front. response:	Ritsu passed by a long time ago.
context: Salt Middle School\You're not catching up to the leading pack on that leg...\Want me to possess you?\You just need to make the top ten, right?\Figures.\My kid looked so annoyed.\There's no way they'll catch up to the front.\Ritsu passed by a long time ago. response:	Shige!
context: You're not catching up to the leading pack on that leg...\Want me to possess you?\You just need to make the top ten, right?\Figures.\My kid looked so annoyed.\There's no way they'll catch up to the front.\Ritsu passed by a long time ago.\Shige! response:	What happened to your leg?!
context: Want me to possess you?\You just need to make the top ten, right?\Figures.\My kid looked so annoyed.\There's no way they'll catch up to the front.\Ritsu passed by a long time ago.\Shige!\What happened to your leg?! response:	But you built up your stamina, right?
context: You just need to make the top ten, right?\Figures.\My kid looked so annoyed.\There's no way they'll catch up to the front.\Ritsu passed by a long time ago.\Shige!\What happened to your leg?!\But you built up your stamina, right? response:	Hang in there!
context: Figures.\My kid looked so annoyed.\There's no way they'll catch up to the front.\Ritsu passed by a long time ago.\Shige!\What happened to your leg?!\But you built up your stamina, right?\Hang in there! response:	You're doing amazing! You can do this, Shigeo!
context: My kid looked so annoyed.\There's no way they'll catch up to the front.\Ritsu passed by a long time ago.\Shige!\What happened to your leg?!\But you built up your stamina, right?\Hang in there!\You're doing amazing! You can do this, Shigeo! response:	Our boy has real guts now.
context: There's no way they'll catch up to the front.\Ritsu passed by a long time ago.\Shige!\What happened to your leg?!\But you built up your stamina, right?\Hang in there!\You're doing amazing! You can do this, Shigeo!\Our boy has real guts now. response:	Yeah.
context: Ritsu passed by a long time ago.\Shige!\What happened to your leg?!\But you built up your stamina, right?\Hang in there!\You're doing amazing! You can do this, Shigeo!\Our boy has real guts now.\Yeah. response:	I should make something yummy for dinner tonight.
context: Shige!\What happened to your leg?!\But you built up your stamina, right?\Hang in there!\You're doing amazing! You can do this, Shigeo!\Our boy has real guts now.\Yeah.\I should make something yummy for dinner tonight. response:	Mob-kun.
context: What happened to your leg?!\But you built up your stamina, right?\Hang in there!\You're doing amazing! You can do this, Shigeo!\Our boy has real guts now.\Yeah.\I should make something yummy for dinner tonight.\Mob-kun. response:	You can d
context: But you built up your stamina, right?\Hang in there!\You're doing amazing! You can do this, Shigeo!\Our boy has real guts now.\Yeah.\I should make something yummy for dinner tonight.\Mob-kun.\You can d response:	His form's all wrong.
context: Hang in there!\You're doing amazing! You can do this, Shigeo!\Our boy has real guts now.\Yeah.\I should make something yummy for dinner tonight.\Mob-kun.\You can d\His form's all wrong. response:	Did he sprain something?
context: You're doing amazing! You can do this, Shigeo!\Our boy has real guts now.\Yeah.\I should make something yummy for dinner tonight.\Mob-kun.\You can d\His form's all wrong.\Did he sprain something? response:	His pace is getting erratic, too.
context: Our boy has real guts now.\Yeah.\I should make something yummy for dinner tonight.\Mob-kun.\You can d\His form's all wrong.\Did he sprain something?\His pace is getting erratic, too. response:	Hey, you've only got about a kilometer to go.
context: Yeah.\I should make something yummy for dinner tonight.\Mob-kun.\You can d\His form's all wrong.\Did he sprain something?\His pace is getting erratic, too.\Hey, you've only got about a kilometer to go. response:	Move them legs!
context: I should make something yummy for dinner tonight.\Mob-kun.\You can d\His form's all wrong.\Did he sprain something?\His pace is getting erratic, too.\Hey, you've only got about a kilometer to go.\Move them legs! response:	Reigen, you look like you're going all out.
context: Mob-kun.\You can d\His form's all wrong.\Did he sprain something?\His pace is getting erratic, too.\Hey, you've only got about a kilometer to go.\Move them legs!\Reigen, you look like you're going all out. response:	Don't look.
context: You can d\His form's all wrong.\Did he sprain something?\His pace is getting erratic, too.\Hey, you've only got about a kilometer to go.\Move them legs!\Reigen, you look like you're going all out.\Don't look. response:	I thought I'd help him keep his pace toward the end,
context: His form's all wrong.\Did he sprain something?\His pace is getting erratic, too.\Hey, you've only got about a kilometer to go.\Move them legs!\Reigen, you look like you're going all out.\Don't look.\I thought I'd help him keep his pace toward the end, response:	but the guys up front are way too fast.
context: Did he sprain something?\His pace is getting erratic, too.\Hey, you've only got about a kilometer to go.\Move them legs!\Reigen, you look like you're going all out.\Don't look.\I thought I'd help him keep his pace toward the end,\but the guys up front are way too fast. response:	They're way ahead.
context: His pace is getting erratic, too.\Hey, you've only got about a kilometer to go.\Move them legs!\Reigen, you look like you're going all out.\Don't look.\I thought I'd help him keep his pace toward the end,\but the guys up front are way too fast.\They're way ahead. response:	I don't know if we can catch up even if you sprint.
context: Hey, you've only got about a kilometer to go.\Move them legs!\Reigen, you look like you're going all out.\Don't look.\I thought I'd help him keep his pace toward the end,\but the guys up front are way too fast.\They're way ahead.\I don't know if we can catch up even if you sprint. response:	I've been counting runners. You're currently 74th.
context: Move them legs!\Reigen, you look like you're going all out.\Don't look.\I thought I'd help him keep his pace toward the end,\but the guys up front are way too fast.\They're way ahead.\I don't know if we can catch up even if you sprint.\I've been counting runners. You're currently 74th. response:	That's fantastic for Mob,
context: Reigen, you look like you're going all out.\Don't look.\I thought I'd help him keep his pace toward the end,\but the guys up front are way too fast.\They're way ahead.\I don't know if we can catch up even if you sprint.\I've been counting runners. You're currently 74th.\That's fantastic for Mob, response:	but for him to finish in the top ten, he has to pass 64 others.
context: Don't look.\I thought I'd help him keep his pace toward the end,\but the guys up front are way too fast.\They're way ahead.\I don't know if we can catch up even if you sprint.\I've been counting runners. You're currently 74th.\That's fantastic for Mob,\but for him to finish in the top ten, he has to pass 64 others. response:	I see...
context: I thought I'd help him keep his pace toward the end,\but the guys up front are way too fast.\They're way ahead.\I don't know if we can catch up even if you sprint.\I've been counting runners. You're currently 74th.\That's fantastic for Mob,\but for him to finish in the top ten, he has to pass 64 others.\I see... response:	Wanna get a taxi?
context: but the guys up front are way too fast.\They're way ahead.\I don't know if we can catch up even if you sprint.\I've been counting runners. You're currently 74th.\That's fantastic for Mob,\but for him to finish in the top ten, he has to pass 64 others.\I see...\Wanna get a taxi? response:	I mean, the thought did cross my mind...
context: They're way ahead.\I don't know if we can catch up even if you sprint.\I've been counting runners. You're currently 74th.\That's fantastic for Mob,\but for him to finish in the top ten, he has to pass 64 others.\I see...\Wanna get a taxi?\I mean, the thought did cross my mind... response:	Don't be ridiculous. Look at that face.
context: I don't know if we can catch up even if you sprint.\I've been counting runners. You're currently 74th.\That's fantastic for Mob,\but for him to finish in the top ten, he has to pass 64 others.\I see...\Wanna get a taxi?\I mean, the thought did cross my mind...\Don't be ridiculous. Look at that face. response:	I'm pretty sure he hasn't given up yet.
context: I've been counting runners. You're currently 74th.\That's fantastic for Mob,\but for him to finish in the top ten, he has to pass 64 others.\I see...\Wanna get a taxi?\I mean, the thought did cross my mind...\Don't be ridiculous. Look at that face.\I'm pretty sure he hasn't given up yet. response:	Kageyama, you're awake?
context: That's fantastic for Mob,\but for him to finish in the top ten, he has to pass 64 others.\I see...\Wanna get a taxi?\I mean, the thought did cross my mind...\Don't be ridiculous. Look at that face.\I'm pretty sure he hasn't given up yet.\Kageyama, you're awake? response:	You should never push yourself too far.
context: but for him to finish in the top ten, he has to pass 64 others.\I see...\Wanna get a taxi?\I mean, the thought did cross my mind...\Don't be ridiculous. Look at that face.\I'm pretty sure he hasn't given up yet.\Kageyama, you're awake?\You should never push yourself too far. response:	Sensei...
context: I see...\Wanna get a taxi?\I mean, the thought did cross my mind...\Don't be ridiculous. Look at that face.\I'm pretty sure he hasn't given up yet.\Kageyama, you're awake?\You should never push yourself too far.\Sensei... response:	That marathon's over, huh?
context: Wanna get a taxi?\I mean, the thought did cross my mind...\Don't be ridiculous. Look at that face.\I'm pretty sure he hasn't given up yet.\Kageyama, you're awake?\You should never push yourself too far.\Sensei...\That marathon's over, huh? response:	Yeah...
context: I mean, the thought did cross my mind...\Don't be ridiculous. Look at that face.\I'm pretty sure he hasn't given up yet.\Kageyama, you're awake?\You should never push yourself too far.\Sensei...\That marathon's over, huh?\Yeah... response:	Oh, your younger brother managed to overtake some third-years and place 9th.
context: Don't be ridiculous. Look at that face.\I'm pretty sure he hasn't given up yet.\Kageyama, you're awake?\You should never push yourself too far.\Sensei...\That marathon's over, huh?\Yeah...\Oh, your younger brother managed to overtake some third-years and place 9th. response:	I see.
context: I'm pretty sure he hasn't given up yet.\Kageyama, you're awake?\You should never push yourself too far.\Sensei...\That marathon's over, huh?\Yeah...\Oh, your younger brother managed to overtake some third-years and place 9th.\I see. response:	Ritsu...
context: Kageyama, you're awake?\You should never push yourself too far.\Sensei...\That marathon's over, huh?\Yeah...\Oh, your younger brother managed to overtake some third-years and place 9th.\I see.\Ritsu... response:	Kageyama, you used to seem a bit glum,
context: You should never push yourself too far.\Sensei...\That marathon's over, huh?\Yeah...\Oh, your younger brother managed to overtake some third-years and place 9th.\I see.\Ritsu...\Kageyama, you used to seem a bit glum, response:	but you're much brighter now.
context: Sensei...\That marathon's over, huh?\Yeah...\Oh, your younger brother managed to overtake some third-years and place 9th.\I see.\Ritsu...\Kageyama, you used to seem a bit glum,\but you're much brighter now. response:	Pardon?
context: That marathon's over, huh?\Yeah...\Oh, your younger brother managed to overtake some third-years and place 9th.\I see.\Ritsu...\Kageyama, you used to seem a bit glum,\but you're much brighter now.\Pardon? response:	Do you need someone to come get you?
context: Yeah...\Oh, your younger brother managed to overtake some third-years and place 9th.\I see.\Ritsu...\Kageyama, you used to seem a bit glum,\but you're much brighter now.\Pardon?\Do you need someone to come get you? response:	No, I can go home myself.
context: Oh, your younger brother managed to overtake some third-years and place 9th.\I see.\Ritsu...\Kageyama, you used to seem a bit glum,\but you're much brighter now.\Pardon?\Do you need someone to come get you?\No, I can go home myself. response:	He hasn't shown up...
context: I see.\Ritsu...\Kageyama, you used to seem a bit glum,\but you're much brighter now.\Pardon?\Do you need someone to come get you?\No, I can go home myself.\He hasn't shown up... response:	Yeah... Where in the world is our leader?
context: Ritsu...\Kageyama, you used to seem a bit glum,\but you're much brighter now.\Pardon?\Do you need someone to come get you?\No, I can go home myself.\He hasn't shown up...\Yeah... Where in the world is our leader? response:	Well, you're in a good mood.
context: Kageyama, you used to seem a bit glum,\but you're much brighter now.\Pardon?\Do you need someone to come get you?\No, I can go home myself.\He hasn't shown up...\Yeah... Where in the world is our leader?\Well, you're in a good mood. response:	Of course I am.
context: but you're much brighter now.\Pardon?\Do you need someone to come get you?\No, I can go home myself.\He hasn't shown up...\Yeah... Where in the world is our leader?\Well, you're in a good mood.\Of course I am. response:	We're celebrating Ritsu placing 9th, and Shige running the whole nine.
context: Pardon?\Do you need someone to come get you?\No, I can go home myself.\He hasn't shown up...\Yeah... Where in the world is our leader?\Well, you're in a good mood.\Of course I am.\We're celebrating Ritsu placing 9th, and Shige running the whole nine. response:	What the heck?
context: Do you need someone to come get you?\No, I can go home myself.\He hasn't shown up...\Yeah... Where in the world is our leader?\Well, you're in a good mood.\Of course I am.\We're celebrating Ritsu placing 9th, and Shige running the whole nine.\What the heck? response:	I'll get it. I wonder if it's Nii-san.
context: No, I can go home myself.\He hasn't shown up...\Yeah... Where in the world is our leader?\Well, you're in a good mood.\Of course I am.\We're celebrating Ritsu placing 9th, and Shige running the whole nine.\What the heck?\I'll get it. I wonder if it's Nii-san. response:	Koga-sensei just called saying he left school a little while ago.
context: He hasn't shown up...\Yeah... Where in the world is our leader?\Well, you're in a good mood.\Of course I am.\We're celebrating Ritsu placing 9th, and Shige running the whole nine.\What the heck?\I'll get it. I wonder if it's Nii-san.\Koga-sensei just called saying he left school a little while ago. response:	I'm glad he just had mild anemia.
context: Yeah... Where in the world is our leader?\Well, you're in a good mood.\Of course I am.\We're celebrating Ritsu placing 9th, and Shige running the whole nine.\What the heck?\I'll get it. I wonder if it's Nii-san.\Koga-sensei just called saying he left school a little while ago.\I'm glad he just had mild anemia. response:	Heya.
context: Well, you're in a good mood.\Of course I am.\We're celebrating Ritsu placing 9th, and Shige running the whole nine.\What the heck?\I'll get it. I wonder if it's Nii-san.\Koga-sensei just called saying he left school a little while ago.\I'm glad he just had mild anemia.\Heya. response:	You're...
context: Of course I am.\We're celebrating Ritsu placing 9th, and Shige running the whole nine.\What the heck?\I'll get it. I wonder if it's Nii-san.\Koga-sensei just called saying he left school a little while ago.\I'm glad he just had mild anemia.\Heya.\You're... response:	the one from...
context: We're celebrating Ritsu placing 9th, and Shige running the whole nine.\What the heck?\I'll get it. I wonder if it's Nii-san.\Koga-sensei just called saying he left school a little while ago.\I'm glad he just had mild anemia.\Heya.\You're...\the one from... response:	How did you find this place?
context: What the heck?\I'll get it. I wonder if it's Nii-san.\Koga-sensei just called saying he left school a little while ago.\I'm glad he just had mild anemia.\Heya.\You're...\the one from...\How did you find this place? response:	Didn't I say I'd be seeing you again?
context: I'll get it. I wonder if it's Nii-san.\Koga-sensei just called saying he left school a little while ago.\I'm glad he just had mild anemia.\Heya.\You're...\the one from...\How did you find this place?\Didn't I say I'd be seeing you again? response:	Who is it? A friend of yours?
context: Koga-sensei just called saying he left school a little while ago.\I'm glad he just had mild anemia.\Heya.\You're...\the one from...\How did you find this place?\Didn't I say I'd be seeing you again?\Who is it? A friend of yours? response:	Mom!
context: I'm glad he just had mild anemia.\Heya.\You're...\the one from...\How did you find this place?\Didn't I say I'd be seeing you again?\Who is it? A friend of yours?\Mom! response:	Don't come over here right now!
context: Heya.\You're...\the one from...\How did you find this place?\Didn't I say I'd be seeing you again?\Who is it? A friend of yours?\Mom!\Don't come over here right now! response:	Oh... Now I see.
context: You're...\the one from...\How did you find this place?\Didn't I say I'd be seeing you again?\Who is it? A friend of yours?\Mom!\Don't come over here right now!\Oh... Now I see. response:	Your parents are here, too. I guess I shouldn't be surprised.
context: the one from...\How did you find this place?\Didn't I say I'd be seeing you again?\Who is it? A friend of yours?\Mom!\Don't come over here right now!\Oh... Now I see.\Your parents are here, too. I guess I shouldn't be surprised. response:	Well, this complicates things.
context: How did you find this place?\Didn't I say I'd be seeing you again?\Who is it? A friend of yours?\Mom!\Don't come over here right now!\Oh... Now I see.\Your parents are here, too. I guess I shouldn't be surprised.\Well, this complicates things. response:	Hey, what do you mean by
context: Didn't I say I'd be seeing you again?\Who is it? A friend of yours?\Mom!\Don't come over here right now!\Oh... Now I see.\Your parents are here, too. I guess I shouldn't be surprised.\Well, this complicates things.\Hey, what do you mean by response:	What is that?
context: Who is it? A friend of yours?\Mom!\Don't come over here right now!\Oh... Now I see.\Your parents are here, too. I guess I shouldn't be surprised.\Well, this complicates things.\Hey, what do you mean by\What is that? response:	I wonder what's going on. There's smoke over there.
context: Mom!\Don't come over here right now!\Oh... Now I see.\Your parents are here, too. I guess I shouldn't be surprised.\Well, this complicates things.\Hey, what do you mean by\What is that?\I wonder what's going on. There's smoke over there. response:	Is there a fire?
context: Don't come over here right now!\Oh... Now I see.\Your parents are here, too. I guess I shouldn't be surprised.\Well, this complicates things.\Hey, what do you mean by\What is that?\I wonder what's going on. There's smoke over there.\Is there a fire? response:	Wait...
context: Oh... Now I see.\Your parents are here, too. I guess I shouldn't be surprised.\Well, this complicates things.\Hey, what do you mean by\What is that?\I wonder what's going on. There's smoke over there.\Is there a fire?\Wait... response:	Isn't that where...
context: Your parents are here, too. I guess I shouldn't be surprised.\Well, this complicates things.\Hey, what do you mean by\What is that?\I wonder what's going on. There's smoke over there.\Is there a fire?\Wait...\Isn't that where... response:	Apparently, there was a sudden explosion of fire.
context: Well, this complicates things.\Hey, what do you mean by\What is that?\I wonder what's going on. There's smoke over there.\Is there a fire?\Wait...\Isn't that where...\Apparently, there was a sudden explosion of fire. response:	They said it might've been an arsonist.
context: Hey, what do you mean by\What is that?\I wonder what's going on. There's smoke over there.\Is there a fire?\Wait...\Isn't that where...\Apparently, there was a sudden explosion of fire.\They said it might've been an arsonist. response:	Nobody knows if the family got to safety.
context: What is that?\I wonder what's going on. There's smoke over there.\Is there a fire?\Wait...\Isn't that where...\Apparently, there was a sudden explosion of fire.\They said it might've been an arsonist.\Nobody knows if the family got to safety. response:	Oh, you're one of the Kageyama boys.
context: I wonder what's going on. There's smoke over there.\Is there a fire?\Wait...\Isn't that where...\Apparently, there was a sudden explosion of fire.\They said it might've been an arsonist.\Nobody knows if the family got to safety.\Oh, you're one of the Kageyama boys. response:	Thank goodness you're safe.
context: Is there a fire?\Wait...\Isn't that where...\Apparently, there was a sudden explosion of fire.\They said it might've been an arsonist.\Nobody knows if the family got to safety.\Oh, you're one of the Kageyama boys.\Thank goodness you're safe. response:	H-Hey, wait! Pull yourself together!
context: Wait...\Isn't that where...\Apparently, there was a sudden explosion of fire.\They said it might've been an arsonist.\Nobody knows if the family got to safety.\Oh, you're one of the Kageyama boys.\Thank goodness you're safe.\H-Hey, wait! Pull yourself together! response:	You can't go any closer!
context: Isn't that where...\Apparently, there was a sudden explosion of fire.\They said it might've been an arsonist.\Nobody knows if the family got to safety.\Oh, you're one of the Kageyama boys.\Thank goodness you're safe.\H-Hey, wait! Pull yourself together!\You can't go any closer! response:	Someone, please stop him!
context: Apparently, there was a sudden explosion of fire.\They said it might've been an arsonist.\Nobody knows if the family got to safety.\Oh, you're one of the Kageyama boys.\Thank goodness you're safe.\H-Hey, wait! Pull yourself together!\You can't go any closer!\Someone, please stop him! response:	That's dangerous!
context: They said it might've been an arsonist.\Nobody knows if the family got to safety.\Oh, you're one of the Kageyama boys.\Thank goodness you're safe.\H-Hey, wait! Pull yourself together!\You can't go any closer!\Someone, please stop him!\That's dangerous! response:	He went into the fire!
context: Nobody knows if the family got to safety.\Oh, you're one of the Kageyama boys.\Thank goodness you're safe.\H-Hey, wait! Pull yourself together!\You can't go any closer!\Someone, please stop him!\That's dangerous!\He went into the fire! response:	It's okay... Dad was home today.
context: Oh, you're one of the Kageyama boys.\Thank goodness you're safe.\H-Hey, wait! Pull yourself together!\You can't go any closer!\Someone, please stop him!\That's dangerous!\He went into the fire!\It's okay... Dad was home today. response:	Dad can be a bit strict at times,
context: Thank goodness you're safe.\H-Hey, wait! Pull yourself together!\You can't go any closer!\Someone, please stop him!\That's dangerous!\He went into the fire!\It's okay... Dad was home today.\Dad can be a bit strict at times, response:	but he's strong and reliable.
context: H-Hey, wait! Pull yourself together!\You can't go any closer!\Someone, please stop him!\That's dangerous!\He went into the fire!\It's okay... Dad was home today.\Dad can be a bit strict at times,\but he's strong and reliable. response:	He even took the day off from work today to watch me run.
context: You can't go any closer!\Someone, please stop him!\That's dangerous!\He went into the fire!\It's okay... Dad was home today.\Dad can be a bit strict at times,\but he's strong and reliable.\He even took the day off from work today to watch me run. response:	And Mom's always careful with the stove.
context: Someone, please stop him!\That's dangerous!\He went into the fire!\It's okay... Dad was home today.\Dad can be a bit strict at times,\but he's strong and reliable.\He even took the day off from work today to watch me run.\And Mom's always careful with the stove. response:	When I was younger, she yelled at me for messing around with fireworks.
context: That's dangerous!\He went into the fire!\It's okay... Dad was home today.\Dad can be a bit strict at times,\but he's strong and reliable.\He even took the day off from work today to watch me run.\And Mom's always careful with the stove.\When I was younger, she yelled at me for messing around with fireworks. response:	Not to mention, Ritsu's here.
context: He went into the fire!\It's okay... Dad was home today.\Dad can be a bit strict at times,\but he's strong and reliable.\He even took the day off from work today to watch me run.\And Mom's always careful with the stove.\When I was younger, she yelled at me for messing around with fireworks.\Not to mention, Ritsu's here. response:	He's my brilliant younger brother who's always calm.
context: It's okay... Dad was home today.\Dad can be a bit strict at times,\but he's strong and reliable.\He even took the day off from work today to watch me run.\And Mom's always careful with the stove.\When I was younger, she yelled at me for messing around with fireworks.\Not to mention, Ritsu's here.\He's my brilliant younger brother who's always calm. response:	It's okay. It'll be okay.
context: Dad can be a bit strict at times,\but he's strong and reliable.\He even took the day off from work today to watch me run.\And Mom's always careful with the stove.\When I was younger, she yelled at me for messing around with fireworks.\Not to mention, Ritsu's here.\He's my brilliant younger brother who's always calm.\It's okay. It'll be okay. response:	It's too bad that our home is burning down,
context: but he's strong and reliable.\He even took the day off from work today to watch me run.\And Mom's always careful with the stove.\When I was younger, she yelled at me for messing around with fireworks.\Not to mention, Ritsu's here.\He's my brilliant younger brother who's always calm.\It's okay. It'll be okay.\It's too bad that our home is burning down, response:	but as long as we're together, we can start over.
context: He even took the day off from work today to watch me run.\And Mom's always careful with the stove.\When I was younger, she yelled at me for messing around with fireworks.\Not to mention, Ritsu's here.\He's my brilliant younger brother who's always calm.\It's okay. It'll be okay.\It's too bad that our home is burning down,\but as long as we're together, we can start over. response:	There's no one here?
context: And Mom's always careful with the stove.\When I was younger, she yelled at me for messing around with fireworks.\Not to mention, Ritsu's here.\He's my brilliant younger brother who's always calm.\It's okay. It'll be okay.\It's too bad that our home is burning down,\but as long as we're together, we can start over.\There's no one here? response:	They must've gotten away, then!
context: When I was younger, she yelled at me for messing around with fireworks.\Not to mention, Ritsu's here.\He's my brilliant younger brother who's always calm.\It's okay. It'll be okay.\It's too bad that our home is burning down,\but as long as we're together, we can start over.\There's no one here?\They must've gotten away, then! response:	Shigeo!
context: Not to mention, Ritsu's here.\He's my brilliant younger brother who's always calm.\It's okay. It'll be okay.\It's too bad that our home is burning down,\but as long as we're together, we can start over.\There's no one here?\They must've gotten away, then!\Shigeo! response:	There were signs of a struggle at the front door.
context: He's my brilliant younger brother who's always calm.\It's okay. It'll be okay.\It's too bad that our home is burning down,\but as long as we're together, we can start over.\There's no one here?\They must've gotten away, then!\Shigeo!\There were signs of a struggle at the front door. response:	Someone must've forced their way in!
context: It's okay. It'll be okay.\It's too bad that our home is burning down,\but as long as we're together, we can start over.\There's no one here?\They must've gotten away, then!\Shigeo!\There were signs of a struggle at the front door.\Someone must've forced their way in! response:	Someone did this...?
context: It's too bad that our home is burning down,\but as long as we're together, we can start over.\There's no one here?\They must've gotten away, then!\Shigeo!\There were signs of a struggle at the front door.\Someone must've forced their way in!\Someone did this...? response:	H-Hang on a sec.
context: but as long as we're together, we can start over.\There's no one here?\They must've gotten away, then!\Shigeo!\There were signs of a struggle at the front door.\Someone must've forced their way in!\Someone did this...?\H-Hang on a sec. response:	Does that mean someone could've taken them, too?
context: There's no one here?\They must've gotten away, then!\Shigeo!\There were signs of a struggle at the front door.\Someone must've forced their way in!\Someone did this...?\H-Hang on a sec.\Does that mean someone could've taken them, too? response:	I have to look for clues!
context: They must've gotten away, then!\Shigeo!\There were signs of a struggle at the front door.\Someone must've forced their way in!\Someone did this...?\H-Hang on a sec.\Does that mean someone could've taken them, too?\I have to look for clues! response:	Close your eyes!
context: Shigeo!\There were signs of a struggle at the front door.\Someone must've forced their way in!\Someone did this...?\H-Hang on a sec.\Does that mean someone could've taken them, too?\I have to look for clues!\Close your eyes! response:	Don't look, Shigeo!
context: There were signs of a struggle at the front door.\Someone must've forced their way in!\Someone did this...?\H-Hang on a sec.\Does that mean someone could've taken them, too?\I have to look for clues!\Close your eyes!\Don't look, Shigeo! response:	I spilled a seed and lost sight of it
context: Someone must've forced their way in!\Someone did this...?\H-Hang on a sec.\Does that mean someone could've taken them, too?\I have to look for clues!\Close your eyes!\Don't look, Shigeo!\I spilled a seed and lost sight of it response:	I'll find it using the color it's dyed in and watch it grow
context: Someone did this...?\H-Hang on a sec.\Does that mean someone could've taken them, too?\I have to look for clues!\Close your eyes!\Don't look, Shigeo!\I spilled a seed and lost sight of it\I'll find it using the color it's dyed in and watch it grow response:	It immediately returned to the palm of my hand
context: H-Hang on a sec.\Does that mean someone could've taken them, too?\I have to look for clues!\Close your eyes!\Don't look, Shigeo!\I spilled a seed and lost sight of it\I'll find it using the color it's dyed in and watch it grow\It immediately returned to the palm of my hand response:	But it's still too light and too frail to reach for the skies
context: Does that mean someone could've taken them, too?\I have to look for clues!\Close your eyes!\Don't look, Shigeo!\I spilled a seed and lost sight of it\I'll find it using the color it's dyed in and watch it grow\It immediately returned to the palm of my hand\But it's still too light and too frail to reach for the skies response:	The world coldly drains away all the heat
context: I have to look for clues!\Close your eyes!\Don't look, Shigeo!\I spilled a seed and lost sight of it\I'll find it using the color it's dyed in and watch it grow\It immediately returned to the palm of my hand\But it's still too light and too frail to reach for the skies\The world coldly drains away all the heat response:	The bright sunshine just isn't enough
context: Close your eyes!\Don't look, Shigeo!\I spilled a seed and lost sight of it\I'll find it using the color it's dyed in and watch it grow\It immediately returned to the palm of my hand\But it's still too light and too frail to reach for the skies\The world coldly drains away all the heat\The bright sunshine just isn't enough response:	The memories are closing off what lies ahead
context: Don't look, Shigeo!\I spilled a seed and lost sight of it\I'll find it using the color it's dyed in and watch it grow\It immediately returned to the palm of my hand\But it's still too light and too frail to reach for the skies\The world coldly drains away all the heat\The bright sunshine just isn't enough\The memories are closing off what lies ahead response:	Shake off their warmth and set off into the distance
context: I spilled a seed and lost sight of it\I'll find it using the color it's dyed in and watch it grow\It immediately returned to the palm of my hand\But it's still too light and too frail to reach for the skies\The world coldly drains away all the heat\The bright sunshine just isn't enough\The memories are closing off what lies ahead\Shake off their warmth and set off into the distance response:	If I let it wither, it'd be over just like that
context: I'll find it using the color it's dyed in and watch it grow\It immediately returned to the palm of my hand\But it's still too light and too frail to reach for the skies\The world coldly drains away all the heat\The bright sunshine just isn't enough\The memories are closing off what lies ahead\Shake off their warmth and set off into the distance\If I let it wither, it'd be over just like that response:	But my hope just doesn't fade away
context: It immediately returned to the palm of my hand\But it's still too light and too frail to reach for the skies\The world coldly drains away all the heat\The bright sunshine just isn't enough\The memories are closing off what lies ahead\Shake off their warmth and set off into the distance\If I let it wither, it'd be over just like that\But my hope just doesn't fade away response:	The super dangerous esper organization, Claw, attacks Seasoning City!
context: But it's still too light and too frail to reach for the skies\The world coldly drains away all the heat\The bright sunshine just isn't enough\The memories are closing off what lies ahead\Shake off their warmth and set off into the distance\If I let it wither, it'd be over just like that\But my hope just doesn't fade away\The super dangerous esper organization, Claw, attacks Seasoning City! response:	The boss, the upper echelon, and the foreigner squad...
context: The world coldly drains away all the heat\The bright sunshine just isn't enough\The memories are closing off what lies ahead\Shake off their warmth and set off into the distance\If I let it wither, it'd be over just like that\But my hope just doesn't fade away\The super dangerous esper organization, Claw, attacks Seasoning City!\The boss, the upper echelon, and the foreigner squad... response:	It appears that I, Reigen Arataka, must make a stand!
context: The bright sunshine just isn't enough\The memories are closing off what lies ahead\Shake off their warmth and set off into the distance\If I let it wither, it'd be over just like that\But my hope just doesn't fade away\The super dangerous esper organization, Claw, attacks Seasoning City!\The boss, the upper echelon, and the foreigner squad...\It appears that I, Reigen Arataka, must make a stand! response:	Show Me What You've Got Band Together.
context: The memories are closing off what lies ahead\Shake off their warmth and set off into the distance\If I let it wither, it'd be over just like that\But my hope just doesn't fade away\The super dangerous esper organization, Claw, attacks Seasoning City!\The boss, the upper echelon, and the foreigner squad...\It appears that I, Reigen Arataka, must make a stand!\Show Me What You've Got Band Together. response:	Illegal downloads? Do you want to be cursed?
