context: Metamorphie Vocias! response:	Metamorphie Vocias.
context: Find it?\Is this French?\I can't understand a word.\This is Latin.\Waken not the sleeping Arcas.\As the protector of Polaris, Arcas will attack all those who approach the Fountain.\We should probably avoid carelessly entering\Ouch... response:	Run away!
context: Is this French?\I can't understand a word.\This is Latin.\Waken not the sleeping Arcas.\As the protector of Polaris, Arcas will attack all those who approach the Fountain.\We should probably avoid carelessly entering\Ouch...\Run away! response:	I didn't expect that thing to be inside!
context: I can't understand a word.\This is Latin.\Waken not the sleeping Arcas.\As the protector of Polaris, Arcas will attack all those who approach the Fountain.\We should probably avoid carelessly entering\Ouch...\Run away!\I didn't expect that thing to be inside! response:	Honestly, you've got a fantastic school here!
context: This is Latin.\Waken not the sleeping Arcas.\As the protector of Polaris, Arcas will attack all those who approach the Fountain.\We should probably avoid carelessly entering\Ouch...\Run away!\I didn't expect that thing to be inside!\Honestly, you've got a fantastic school here! response:	Look!
context: Waken not the sleeping Arcas.\As the protector of Polaris, Arcas will attack all those who approach the Fountain.\We should probably avoid carelessly entering\Ouch...\Run away!\I didn't expect that thing to be inside!\Honestly, you've got a fantastic school here!\Look! response:	Hurry!
context: As the protector of Polaris, Arcas will attack all those who approach the Fountain.\We should probably avoid carelessly entering\Ouch...\Run away!\I didn't expect that thing to be inside!\Honestly, you've got a fantastic school here!\Look!\Hurry! response:	Andrew, hurry!
context: We should probably avoid carelessly entering\Ouch...\Run away!\I didn't expect that thing to be inside!\Honestly, you've got a fantastic school here!\Look!\Hurry!\Andrew, hurry! response:	Andrew!
context: Ouch...\Run away!\I didn't expect that thing to be inside!\Honestly, you've got a fantastic school here!\Look!\Hurry!\Andrew, hurry!\Andrew! response:	It's not on purpose! I swear it's not on purpose!
context: Run away!\I didn't expect that thing to be inside!\Honestly, you've got a fantastic school here!\Look!\Hurry!\Andrew, hurry!\Andrew!\It's not on purpose! I swear it's not on purpose! response:	I know that.
context: I didn't expect that thing to be inside!\Honestly, you've got a fantastic school here!\Look!\Hurry!\Andrew, hurry!\Andrew!\It's not on purpose! I swear it's not on purpose!\I know that. response:	I bet you think I'm doing it on purpose!
context: Honestly, you've got a fantastic school here!\Look!\Hurry!\Andrew, hurry!\Andrew!\It's not on purpose! I swear it's not on purpose!\I know that.\I bet you think I'm doing it on purpose! response:	I am not.
context: Look!\Hurry!\Andrew, hurry!\Andrew!\It's not on purpose! I swear it's not on purpose!\I know that.\I bet you think I'm doing it on purpose!\I am not. response:	Liar! You definitely are!
context: Hurry!\Andrew, hurry!\Andrew!\It's not on purpose! I swear it's not on purpose!\I know that.\I bet you think I'm doing it on purpose!\I am not.\Liar! You definitely are! response:	Paleis Capama!
context: Andrew, hurry!\Andrew!\It's not on purpose! I swear it's not on purpose!\I know that.\I bet you think I'm doing it on purpose!\I am not.\Liar! You definitely are!\Paleis Capama! response:	It's nice to see you again, Arcas.
context: Andrew!\It's not on purpose! I swear it's not on purpose!\I know that.\I bet you think I'm doing it on purpose!\I am not.\Liar! You definitely are!\Paleis Capama!\It's nice to see you again, Arcas. response:	Wh-What happened?
context: It's not on purpose! I swear it's not on purpose!\I know that.\I bet you think I'm doing it on purpose!\I am not.\Liar! You definitely are!\Paleis Capama!\It's nice to see you again, Arcas.\Wh-What happened? response:	Oh no, the Shiny Rod!
context: I know that.\I bet you think I'm doing it on purpose!\I am not.\Liar! You definitely are!\Paleis Capama!\It's nice to see you again, Arcas.\Wh-What happened?\Oh no, the Shiny Rod! response:	I sincerely apologize for interrupting, but could I ask you to move aside?
context: I bet you think I'm doing it on purpose!\I am not.\Liar! You definitely are!\Paleis Capama!\It's nice to see you again, Arcas.\Wh-What happened?\Oh no, the Shiny Rod!\I sincerely apologize for interrupting, but could I ask you to move aside? response:	I'm finding it slightly difficult to breathe.
context: I am not.\Liar! You definitely are!\Paleis Capama!\It's nice to see you again, Arcas.\Wh-What happened?\Oh no, the Shiny Rod!\I sincerely apologize for interrupting, but could I ask you to move aside?\I'm finding it slightly difficult to breathe. response:	The Big Dipper Arch!
context: Liar! You definitely are!\Paleis Capama!\It's nice to see you again, Arcas.\Wh-What happened?\Oh no, the Shiny Rod!\I sincerely apologize for interrupting, but could I ask you to move aside?\I'm finding it slightly difficult to breathe.\The Big Dipper Arch! response:	Hey!
context: Paleis Capama!\It's nice to see you again, Arcas.\Wh-What happened?\Oh no, the Shiny Rod!\I sincerely apologize for interrupting, but could I ask you to move aside?\I'm finding it slightly difficult to breathe.\The Big Dipper Arch!\Hey! response:	The Fountain of Polaris...
context: It's nice to see you again, Arcas.\Wh-What happened?\Oh no, the Shiny Rod!\I sincerely apologize for interrupting, but could I ask you to move aside?\I'm finding it slightly difficult to breathe.\The Big Dipper Arch!\Hey!\The Fountain of Polaris... response:	I beg of you, bestow unto me the great magic power of the stars... please.
context: Wh-What happened?\Oh no, the Shiny Rod!\I sincerely apologize for interrupting, but could I ask you to move aside?\I'm finding it slightly difficult to breathe.\The Big Dipper Arch!\Hey!\The Fountain of Polaris...\I beg of you, bestow unto me the great magic power of the stars... please. response:	Chariot?!
context: Oh no, the Shiny Rod!\I sincerely apologize for interrupting, but could I ask you to move aside?\I'm finding it slightly difficult to breathe.\The Big Dipper Arch!\Hey!\The Fountain of Polaris...\I beg of you, bestow unto me the great magic power of the stars... please.\Chariot?! response:	It disappeared...
context: I sincerely apologize for interrupting, but could I ask you to move aside?\I'm finding it slightly difficult to breathe.\The Big Dipper Arch!\Hey!\The Fountain of Polaris...\I beg of you, bestow unto me the great magic power of the stars... please.\Chariot?!\It disappeared... response:	The Fountain of Polaris bestows the great magic power of the stars unto the witch with hidden radiance.
context: I'm finding it slightly difficult to breathe.\The Big Dipper Arch!\Hey!\The Fountain of Polaris...\I beg of you, bestow unto me the great magic power of the stars... please.\Chariot?!\It disappeared...\The Fountain of Polaris bestows the great magic power of the stars unto the witch with hidden radiance. response:	However, when visited by an immature witch, yet unworthy to wield its powers,
context: The Big Dipper Arch!\Hey!\The Fountain of Polaris...\I beg of you, bestow unto me the great magic power of the stars... please.\Chariot?!\It disappeared...\The Fountain of Polaris bestows the great magic power of the stars unto the witch with hidden radiance.\However, when visited by an immature witch, yet unworthy to wield its powers, response:	it vanishes from before her eyes.
context: Hey!\The Fountain of Polaris...\I beg of you, bestow unto me the great magic power of the stars... please.\Chariot?!\It disappeared...\The Fountain of Polaris bestows the great magic power of the stars unto the witch with hidden radiance.\However, when visited by an immature witch, yet unworthy to wield its powers,\it vanishes from before her eyes. response:	It seems your visit was still a bit premature.
context: The Fountain of Polaris...\I beg of you, bestow unto me the great magic power of the stars... please.\Chariot?!\It disappeared...\The Fountain of Polaris bestows the great magic power of the stars unto the witch with hidden radiance.\However, when visited by an immature witch, yet unworthy to wield its powers,\it vanishes from before her eyes.\It seems your visit was still a bit premature. response:	Yes.
context: I beg of you, bestow unto me the great magic power of the stars... please.\Chariot?!\It disappeared...\The Fountain of Polaris bestows the great magic power of the stars unto the witch with hidden radiance.\However, when visited by an immature witch, yet unworthy to wield its powers,\it vanishes from before her eyes.\It seems your visit was still a bit premature.\Yes. response:	I had my hopes up.
context: Chariot?!\It disappeared...\The Fountain of Polaris bestows the great magic power of the stars unto the witch with hidden radiance.\However, when visited by an immature witch, yet unworthy to wield its powers,\it vanishes from before her eyes.\It seems your visit was still a bit premature.\Yes.\I had my hopes up. response:	I thought that if I could find the Fountain of Polaris, I would be acknowledged as a witch with hidden radiance.
context: It disappeared...\The Fountain of Polaris bestows the great magic power of the stars unto the witch with hidden radiance.\However, when visited by an immature witch, yet unworthy to wield its powers,\it vanishes from before her eyes.\It seems your visit was still a bit premature.\Yes.\I had my hopes up.\I thought that if I could find the Fountain of Polaris, I would be acknowledged as a witch with hidden radiance. response:	But it's not something anyone can acknowledge you for.
context: The Fountain of Polaris bestows the great magic power of the stars unto the witch with hidden radiance.\However, when visited by an immature witch, yet unworthy to wield its powers,\it vanishes from before her eyes.\It seems your visit was still a bit premature.\Yes.\I had my hopes up.\I thought that if I could find the Fountain of Polaris, I would be acknowledged as a witch with hidden radiance.\But it's not something anyone can acknowledge you for. response:	It's something you have to work hard for yourself, isn't it.
context: However, when visited by an immature witch, yet unworthy to wield its powers,\it vanishes from before her eyes.\It seems your visit was still a bit premature.\Yes.\I had my hopes up.\I thought that if I could find the Fountain of Polaris, I would be acknowledged as a witch with hidden radiance.\But it's not something anyone can acknowledge you for.\It's something you have to work hard for yourself, isn't it. response:	That's right.
context: it vanishes from before her eyes.\It seems your visit was still a bit premature.\Yes.\I had my hopes up.\I thought that if I could find the Fountain of Polaris, I would be acknowledged as a witch with hidden radiance.\But it's not something anyone can acknowledge you for.\It's something you have to work hard for yourself, isn't it.\That's right. response:	Deep down inside,
context: It seems your visit was still a bit premature.\Yes.\I had my hopes up.\I thought that if I could find the Fountain of Polaris, I would be acknowledged as a witch with hidden radiance.\But it's not something anyone can acknowledge you for.\It's something you have to work hard for yourself, isn't it.\That's right.\Deep down inside, response:	you understood that from the start.
context: Yes.\I had my hopes up.\I thought that if I could find the Fountain of Polaris, I would be acknowledged as a witch with hidden radiance.\But it's not something anyone can acknowledge you for.\It's something you have to work hard for yourself, isn't it.\That's right.\Deep down inside,\you understood that from the start. response:	I want to be like her...
context: I had my hopes up.\I thought that if I could find the Fountain of Polaris, I would be acknowledged as a witch with hidden radiance.\But it's not something anyone can acknowledge you for.\It's something you have to work hard for yourself, isn't it.\That's right.\Deep down inside,\you understood that from the start.\I want to be like her... response:	One day, I want to be like Chariot!
context: I thought that if I could find the Fountain of Polaris, I would be acknowledged as a witch with hidden radiance.\But it's not something anyone can acknowledge you for.\It's something you have to work hard for yourself, isn't it.\That's right.\Deep down inside,\you understood that from the start.\I want to be like her...\One day, I want to be like Chariot! response:	Here.
context: But it's not something anyone can acknowledge you for.\It's something you have to work hard for yourself, isn't it.\That's right.\Deep down inside,\you understood that from the start.\I want to be like her...\One day, I want to be like Chariot!\Here. response:	Come back here in the future.
context: It's something you have to work hard for yourself, isn't it.\That's right.\Deep down inside,\you understood that from the start.\I want to be like her...\One day, I want to be like Chariot!\Here.\Come back here in the future. response:	At a time when you've grown far beyond where you are today.
context: That's right.\Deep down inside,\you understood that from the start.\I want to be like her...\One day, I want to be like Chariot!\Here.\Come back here in the future.\At a time when you've grown far beyond where you are today. response:	I will!
context: Deep down inside,\you understood that from the start.\I want to be like her...\One day, I want to be like Chariot!\Here.\Come back here in the future.\At a time when you've grown far beyond where you are today.\I will! response:	Excuse me...
context: you understood that from the start.\I want to be like her...\One day, I want to be like Chariot!\Here.\Come back here in the future.\At a time when you've grown far beyond where you are today.\I will!\Excuse me... response:	Please allow me to remove the magic cast on you.
context: I want to be like her...\One day, I want to be like Chariot!\Here.\Come back here in the future.\At a time when you've grown far beyond where you are today.\I will!\Excuse me...\Please allow me to remove the magic cast on you. response:	And if you would be so kind, please keep this in your confidence.
context: One day, I want to be like Chariot!\Here.\Come back here in the future.\At a time when you've grown far beyond where you are today.\I will!\Excuse me...\Please allow me to remove the magic cast on you.\And if you would be so kind, please keep this in your confidence. response:	I understand.
context: Here.\Come back here in the future.\At a time when you've grown far beyond where you are today.\I will!\Excuse me...\Please allow me to remove the magic cast on you.\And if you would be so kind, please keep this in your confidence.\I understand. response:	I'll keep what happened tonight a secret between us.
context: Come back here in the future.\At a time when you've grown far beyond where you are today.\I will!\Excuse me...\Please allow me to remove the magic cast on you.\And if you would be so kind, please keep this in your confidence.\I understand.\I'll keep what happened tonight a secret between us. response:	Good grief, today was a waste of a day.
context: At a time when you've grown far beyond where you are today.\I will!\Excuse me...\Please allow me to remove the magic cast on you.\And if you would be so kind, please keep this in your confidence.\I understand.\I'll keep what happened tonight a secret between us.\Good grief, today was a waste of a day. response:	It only served to confirm my convictions that witches have no purpose in this era.
context: I will!\Excuse me...\Please allow me to remove the magic cast on you.\And if you would be so kind, please keep this in your confidence.\I understand.\I'll keep what happened tonight a secret between us.\Good grief, today was a waste of a day.\It only served to confirm my convictions that witches have no purpose in this era. response:	Then why did you put on such a performance for those magic traditionalists?
context: Excuse me...\Please allow me to remove the magic cast on you.\And if you would be so kind, please keep this in your confidence.\I understand.\I'll keep what happened tonight a secret between us.\Good grief, today was a waste of a day.\It only served to confirm my convictions that witches have no purpose in this era.\Then why did you put on such a performance for those magic traditionalists? response:	It is important to place enemies in your debt.
context: Please allow me to remove the magic cast on you.\And if you would be so kind, please keep this in your confidence.\I understand.\I'll keep what happened tonight a secret between us.\Good grief, today was a waste of a day.\It only served to confirm my convictions that witches have no purpose in this era.\Then why did you put on such a performance for those magic traditionalists?\It is important to place enemies in your debt. response:	You'll learn that soon enough.
context: And if you would be so kind, please keep this in your confidence.\I understand.\I'll keep what happened tonight a secret between us.\Good grief, today was a waste of a day.\It only served to confirm my convictions that witches have no purpose in this era.\Then why did you put on such a performance for those magic traditionalists?\It is important to place enemies in your debt.\You'll learn that soon enough. response:	I lost sight of everything else
context: I understand.\I'll keep what happened tonight a secret between us.\Good grief, today was a waste of a day.\It only served to confirm my convictions that witches have no purpose in this era.\Then why did you put on such a performance for those magic traditionalists?\It is important to place enemies in your debt.\You'll learn that soon enough.\I lost sight of everything else response:	muchuu ni natte oikaketeta
context: I'll keep what happened tonight a secret between us.\Good grief, today was a waste of a day.\It only served to confirm my convictions that witches have no purpose in this era.\Then why did you put on such a performance for those magic traditionalists?\It is important to place enemies in your debt.\You'll learn that soon enough.\I lost sight of everything else\muchuu ni natte oikaketeta response:	I lost sight of everything else
context: Good grief, today was a waste of a day.\It only served to confirm my convictions that witches have no purpose in this era.\Then why did you put on such a performance for those magic traditionalists?\It is important to place enemies in your debt.\You'll learn that soon enough.\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else response:	muchuu ni natte oikaketeta
context: It only served to confirm my convictions that witches have no purpose in this era.\Then why did you put on such a performance for those magic traditionalists?\It is important to place enemies in your debt.\You'll learn that soon enough.\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta response:	I lost sight of everything else
context: Then why did you put on such a performance for those magic traditionalists?\It is important to place enemies in your debt.\You'll learn that soon enough.\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else response:	muchuu ni natte oikaketeta
context: It is important to place enemies in your debt.\You'll learn that soon enough.\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta response:	Chasing after a shooting star
context: You'll learn that soon enough.\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\Chasing after a shooting star response:	nagareboshi tadotta saki ni
context: I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\Chasing after a shooting star\nagareboshi tadotta saki ni response:	Chasing after a shooting star
context: muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star response:	nagareboshi tadotta saki ni
context: I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni response:	Chasing after a shooting star
context: muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star response:	nagareboshi tadotta saki ni
context: I lost sight of everything else\muchuu ni natte oikaketeta\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni response:	Longing to know more about this world
context: muchuu ni natte oikaketeta\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Longing to know more about this world response:	hirogaru sekai wo shiritakute
context: Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Longing to know more about this world\hirogaru sekai wo shiritakute response:	Longing to know more about this world
context: nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world response:	hirogaru sekai wo shiritakute
context: Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute response:	Longing to know more about this world
context: nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world response:	hirogaru sekai wo shiritakute
context: Chasing after a shooting star\nagareboshi tadotta saki ni\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute response:	Just wishing won't make it come true
context: nagareboshi tadotta saki ni\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Just wishing won't make it come true response:	kanaetai to negau dake ja nai
context: Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Just wishing won't make it come true\kanaetai to negau dake ja nai response:	Just wishing won't make it come true
context: hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true response:	kanaetai to negau dake ja nai
context: Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai response:	Just wishing won't make it come true
context: hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true response:	kanaetai to negau dake ja nai
context: Longing to know more about this world\hirogaru sekai wo shiritakute\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai response:	But if you only push open the door
context: hirogaru sekai wo shiritakute\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\But if you only push open the door response:	tobira wo akereba hora
context: Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\But if you only push open the door\tobira wo akereba hora response:	But if you only push open the door
context: kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\But if you only push open the door\tobira wo akereba hora\But if you only push open the door response:	tobira wo akereba hora
context: Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora response:	But if you only push open the door
context: kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\But if you only push open the door response:	tobira wo akereba hora
context: Just wishing won't make it come true\kanaetai to negau dake ja nai\But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora response:	You'll be one step closer
context: kanaetai to negau dake ja nai\But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\You'll be one step closer response:	chikadzuite yukeru yo
context: But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\You'll be one step closer\chikadzuite yukeru yo response:	You'll be one step closer
context: tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer response:	chikadzuite yukeru yo
context: But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo response:	You'll be one step closer
context: tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer response:	chikadzuite yukeru yo
context: But if you only push open the door\tobira wo akereba hora\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo response:	You'll be one step closer
context: tobira wo akereba hora\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer response:	chikadzuite yukeru yo
context: You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo response:	You'll be one step closer
context: chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer response:	chikadzuite yukeru yo
context: You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo response:	You'll be one step closer
context: chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer response:	chikadzuite yukeru yo
context: You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo response:	Let's go on a journey to find the next page of our story
context: chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\Let's go on a journey to find the next page of our story response:	machikirenai monogatari no tsudzuki wo sagasou
context: You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou response:	Let's go on a journey to find the next page of our story
context: chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story response:	machikirenai monogatari no tsudzuki wo sagasou
context: You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou response:	Let's go on a journey to find the next page of our story
context: chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story response:	machikirenai monogatari no tsudzuki wo sagasou
context: You'll be one step closer\chikadzuite yukeru yo\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou response:	You're not the only one who believes in the future
context: chikadzuite yukeru yo\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\You're not the only one who believes in the future response:	mirai shinjirareru no wa hitori ja nai kara
context: Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara response:	You're not the only one who believes in the future
context: machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future response:	mirai shinjirareru no wa hitori ja nai kara
context: Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara response:	You're not the only one who believes in the future
context: machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future response:	mirai shinjirareru no wa hitori ja nai kara
context: Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara response:	The scenery may be ever-changing
context: machikirenai monogatari no tsudzuki wo sagasou\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\The scenery may be ever-changing response:	keshiki wa kawatteiku kedo
context: You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\The scenery may be ever-changing\keshiki wa kawatteiku kedo response:	The scenery may be ever-changing
context: mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing response:	keshiki wa kawatteiku kedo
context: You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo response:	The scenery may be ever-changing
context: mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing response:	keshiki wa kawatteiku kedo
