context: So, um, Yuuki... response:	Hi.
context: In Tsukiji. A place called the Mino Hotel.\What about the sniper? I thought you were her hostage.\She let me go.\But now someone else is after me.\Someone else?\The sniper warned me about him.\Ushio in Public Security Division 5 is a spy.\I thought I'd run into him if I went downstairs, so I came up to the higher floors... response:	Do you see anywhere you think you can hide?
context: What about the sniper? I thought you were her hostage.\She let me go.\But now someone else is after me.\Someone else?\The sniper warned me about him.\Ushio in Public Security Division 5 is a spy.\I thought I'd run into him if I went downstairs, so I came up to the higher floors...\Do you see anywhere you think you can hide? response:	I think I can get into room 1424.
context: She let me go.\But now someone else is after me.\Someone else?\The sniper warned me about him.\Ushio in Public Security Division 5 is a spy.\I thought I'd run into him if I went downstairs, so I came up to the higher floors...\Do you see anywhere you think you can hide?\I think I can get into room 1424. response:	Okay. I'll be right there. You hide in that room.
context: But now someone else is after me.\Someone else?\The sniper warned me about him.\Ushio in Public Security Division 5 is a spy.\I thought I'd run into him if I went downstairs, so I came up to the higher floors...\Do you see anywhere you think you can hide?\I think I can get into room 1424.\Okay. I'll be right there. You hide in that room. response:	Um, I'm sorry, Anzai.
context: Someone else?\The sniper warned me about him.\Ushio in Public Security Division 5 is a spy.\I thought I'd run into him if I went downstairs, so I came up to the higher floors...\Do you see anywhere you think you can hide?\I think I can get into room 1424.\Okay. I'll be right there. You hide in that room.\Um, I'm sorry, Anzai. response:	I said a lot of things I shouldn't have.
context: The sniper warned me about him.\Ushio in Public Security Division 5 is a spy.\I thought I'd run into him if I went downstairs, so I came up to the higher floors...\Do you see anywhere you think you can hide?\I think I can get into room 1424.\Okay. I'll be right there. You hide in that room.\Um, I'm sorry, Anzai.\I said a lot of things I shouldn't have. response:	I'm sorry.
context: Ushio in Public Security Division 5 is a spy.\I thought I'd run into him if I went downstairs, so I came up to the higher floors...\Do you see anywhere you think you can hide?\I think I can get into room 1424.\Okay. I'll be right there. You hide in that room.\Um, I'm sorry, Anzai.\I said a lot of things I shouldn't have.\I'm sorry. response:	You have nothing to be sorry about!
context: I thought I'd run into him if I went downstairs, so I came up to the higher floors...\Do you see anywhere you think you can hide?\I think I can get into room 1424.\Okay. I'll be right there. You hide in that room.\Um, I'm sorry, Anzai.\I said a lot of things I shouldn't have.\I'm sorry.\You have nothing to be sorry about! response:	Wait right there!
context: Do you see anywhere you think you can hide?\I think I can get into room 1424.\Okay. I'll be right there. You hide in that room.\Um, I'm sorry, Anzai.\I said a lot of things I shouldn't have.\I'm sorry.\You have nothing to be sorry about!\Wait right there! response:	Fourteenth floor.
context: I think I can get into room 1424.\Okay. I'll be right there. You hide in that room.\Um, I'm sorry, Anzai.\I said a lot of things I shouldn't have.\I'm sorry.\You have nothing to be sorry about!\Wait right there!\Fourteenth floor. response:	The doors are closing.
context: Okay. I'll be right there. You hide in that room.\Um, I'm sorry, Anzai.\I said a lot of things I shouldn't have.\I'm sorry.\You have nothing to be sorry about!\Wait right there!\Fourteenth floor.\The doors are closing. response:	Excuse me, sir.
context: Um, I'm sorry, Anzai.\I said a lot of things I shouldn't have.\I'm sorry.\You have nothing to be sorry about!\Wait right there!\Fourteenth floor.\The doors are closing.\Excuse me, sir. response:	There you are.
context: I said a lot of things I shouldn't have.\I'm sorry.\You have nothing to be sorry about!\Wait right there!\Fourteenth floor.\The doors are closing.\Excuse me, sir.\There you are. response:	Why don't we just end this now?
context: I'm sorry.\You have nothing to be sorry about!\Wait right there!\Fourteenth floor.\The doors are closing.\Excuse me, sir.\There you are.\Why don't we just end this now? response:	The first time I saw her, I thought she was cute.
context: You have nothing to be sorry about!\Wait right there!\Fourteenth floor.\The doors are closing.\Excuse me, sir.\There you are.\Why don't we just end this now?\The first time I saw her, I thought she was cute. response:	An innocent girl who would never have anything to do with the underbelly of society.
context: Wait right there!\Fourteenth floor.\The doors are closing.\Excuse me, sir.\There you are.\Why don't we just end this now?\The first time I saw her, I thought she was cute.\An innocent girl who would never have anything to do with the underbelly of society. response:	I was so glad I found her before she became his next victim.
context: Fourteenth floor.\The doors are closing.\Excuse me, sir.\There you are.\Why don't we just end this now?\The first time I saw her, I thought she was cute.\An innocent girl who would never have anything to do with the underbelly of society.\I was so glad I found her before she became his next victim. response:	Why am I thinking of all this now?
context: The doors are closing.\Excuse me, sir.\There you are.\Why don't we just end this now?\The first time I saw her, I thought she was cute.\An innocent girl who would never have anything to do with the underbelly of society.\I was so glad I found her before she became his next victim.\Why am I thinking of all this now? response:	Come over here.
context: Excuse me, sir.\There you are.\Why don't we just end this now?\The first time I saw her, I thought she was cute.\An innocent girl who would never have anything to do with the underbelly of society.\I was so glad I found her before she became his next victim.\Why am I thinking of all this now?\Come over here. response:	Don't worry.
context: There you are.\Why don't we just end this now?\The first time I saw her, I thought she was cute.\An innocent girl who would never have anything to do with the underbelly of society.\I was so glad I found her before she became his next victim.\Why am I thinking of all this now?\Come over here.\Don't worry. response:	I'll send you on your way as painlessly as possible.
context: Why don't we just end this now?\The first time I saw her, I thought she was cute.\An innocent girl who would never have anything to do with the underbelly of society.\I was so glad I found her before she became his next victim.\Why am I thinking of all this now?\Come over here.\Don't worry.\I'll send you on your way as painlessly as possible. response:	Why? Why do you have to kill me?
context: The first time I saw her, I thought she was cute.\An innocent girl who would never have anything to do with the underbelly of society.\I was so glad I found her before she became his next victim.\Why am I thinking of all this now?\Come over here.\Don't worry.\I'll send you on your way as painlessly as possible.\Why? Why do you have to kill me? response:	Because I'm not ready to leave Division 5.
context: An innocent girl who would never have anything to do with the underbelly of society.\I was so glad I found her before she became his next victim.\Why am I thinking of all this now?\Come over here.\Don't worry.\I'll send you on your way as painlessly as possible.\Why? Why do you have to kill me?\Because I'm not ready to leave Division 5. response:	I can't have you going around telling people I'm a spy for the CCC, can I?
context: I was so glad I found her before she became his next victim.\Why am I thinking of all this now?\Come over here.\Don't worry.\I'll send you on your way as painlessly as possible.\Why? Why do you have to kill me?\Because I'm not ready to leave Division 5.\I can't have you going around telling people I'm a spy for the CCC, can I? response:	CCC?
context: Why am I thinking of all this now?\Come over here.\Don't worry.\I'll send you on your way as painlessly as possible.\Why? Why do you have to kill me?\Because I'm not ready to leave Division 5.\I can't have you going around telling people I'm a spy for the CCC, can I?\CCC? response:	The Chosen Civil Community.
context: Come over here.\Don't worry.\I'll send you on your way as painlessly as possible.\Why? Why do you have to kill me?\Because I'm not ready to leave Division 5.\I can't have you going around telling people I'm a spy for the CCC, can I?\CCC?\The Chosen Civil Community. response:	A fellowship of elect citizens.
context: Don't worry.\I'll send you on your way as painlessly as possible.\Why? Why do you have to kill me?\Because I'm not ready to leave Division 5.\I can't have you going around telling people I'm a spy for the CCC, can I?\CCC?\The Chosen Civil Community.\A fellowship of elect citizens. response:	You call a group of murderers chosen?
context: I'll send you on your way as painlessly as possible.\Why? Why do you have to kill me?\Because I'm not ready to leave Division 5.\I can't have you going around telling people I'm a spy for the CCC, can I?\CCC?\The Chosen Civil Community.\A fellowship of elect citizens.\You call a group of murderers chosen? response:	Is that a problem?
context: Why? Why do you have to kill me?\Because I'm not ready to leave Division 5.\I can't have you going around telling people I'm a spy for the CCC, can I?\CCC?\The Chosen Civil Community.\A fellowship of elect citizens.\You call a group of murderers chosen?\Is that a problem? response:	It doesn't make sense!
context: Because I'm not ready to leave Division 5.\I can't have you going around telling people I'm a spy for the CCC, can I?\CCC?\The Chosen Civil Community.\A fellowship of elect citizens.\You call a group of murderers chosen?\Is that a problem?\It doesn't make sense! response:	You're killing people, but the name makes it sound like that's the right thing to do!
context: I can't have you going around telling people I'm a spy for the CCC, can I?\CCC?\The Chosen Civil Community.\A fellowship of elect citizens.\You call a group of murderers chosen?\Is that a problem?\It doesn't make sense!\You're killing people, but the name makes it sound like that's the right thing to do! response:	It's just an opinion.
context: CCC?\The Chosen Civil Community.\A fellowship of elect citizens.\You call a group of murderers chosen?\Is that a problem?\It doesn't make sense!\You're killing people, but the name makes it sound like that's the right thing to do!\It's just an opinion. response:	Whether it's right or not is a separate issue.
context: The Chosen Civil Community.\A fellowship of elect citizens.\You call a group of murderers chosen?\Is that a problem?\It doesn't make sense!\You're killing people, but the name makes it sound like that's the right thing to do!\It's just an opinion.\Whether it's right or not is a separate issue. response:	Do you have some kind of grudge against devils, too?
context: A fellowship of elect citizens.\You call a group of murderers chosen?\Is that a problem?\It doesn't make sense!\You're killing people, but the name makes it sound like that's the right thing to do!\It's just an opinion.\Whether it's right or not is a separate issue.\Do you have some kind of grudge against devils, too? response:	Nope. Actually, I like them.
context: You call a group of murderers chosen?\Is that a problem?\It doesn't make sense!\You're killing people, but the name makes it sound like that's the right thing to do!\It's just an opinion.\Whether it's right or not is a separate issue.\Do you have some kind of grudge against devils, too?\Nope. Actually, I like them. response:	What?
context: Is that a problem?\It doesn't make sense!\You're killing people, but the name makes it sound like that's the right thing to do!\It's just an opinion.\Whether it's right or not is a separate issue.\Do you have some kind of grudge against devils, too?\Nope. Actually, I like them.\What? response:	I just feel so sorry for them.
context: It doesn't make sense!\You're killing people, but the name makes it sound like that's the right thing to do!\It's just an opinion.\Whether it's right or not is a separate issue.\Do you have some kind of grudge against devils, too?\Nope. Actually, I like them.\What?\I just feel so sorry for them. response:	I work with devils on the force, and when there's an injured human on the scene,
context: You're killing people, but the name makes it sound like that's the right thing to do!\It's just an opinion.\Whether it's right or not is a separate issue.\Do you have some kind of grudge against devils, too?\Nope. Actually, I like them.\What?\I just feel so sorry for them.\I work with devils on the force, and when there's an injured human on the scene, response:	they always look like they're in so much pain.
context: It's just an opinion.\Whether it's right or not is a separate issue.\Do you have some kind of grudge against devils, too?\Nope. Actually, I like them.\What?\I just feel so sorry for them.\I work with devils on the force, and when there's an injured human on the scene,\they always look like they're in so much pain. response:	They clench their fangs, fighting their bloodlust,
context: Whether it's right or not is a separate issue.\Do you have some kind of grudge against devils, too?\Nope. Actually, I like them.\What?\I just feel so sorry for them.\I work with devils on the force, and when there's an injured human on the scene,\they always look like they're in so much pain.\They clench their fangs, fighting their bloodlust, response:	begging for sedatives.
context: Do you have some kind of grudge against devils, too?\Nope. Actually, I like them.\What?\I just feel so sorry for them.\I work with devils on the force, and when there's an injured human on the scene,\they always look like they're in so much pain.\They clench their fangs, fighting their bloodlust,\begging for sedatives. response:	All the while, being treated like monsters by the very people they saved.
context: Nope. Actually, I like them.\What?\I just feel so sorry for them.\I work with devils on the force, and when there's an injured human on the scene,\they always look like they're in so much pain.\They clench their fangs, fighting their bloodlust,\begging for sedatives.\All the while, being treated like monsters by the very people they saved. response:	Stay away from me, monster! All the while, being treated like monsters by the very people they saved.
context: What?\I just feel so sorry for them.\I work with devils on the force, and when there's an injured human on the scene,\they always look like they're in so much pain.\They clench their fangs, fighting their bloodlust,\begging for sedatives.\All the while, being treated like monsters by the very people they saved.\Stay away from me, monster! All the while, being treated like monsters by the very people they saved. response:	I can't help but pity them.
context: I just feel so sorry for them.\I work with devils on the force, and when there's an injured human on the scene,\they always look like they're in so much pain.\They clench their fangs, fighting their bloodlust,\begging for sedatives.\All the while, being treated like monsters by the very people they saved.\Stay away from me, monster! All the while, being treated like monsters by the very people they saved.\I can't help but pity them. response:	When I see a devil like that, I want to free them from their suffering.
context: I work with devils on the force, and when there's an injured human on the scene,\they always look like they're in so much pain.\They clench their fangs, fighting their bloodlust,\begging for sedatives.\All the while, being treated like monsters by the very people they saved.\Stay away from me, monster! All the while, being treated like monsters by the very people they saved.\I can't help but pity them.\When I see a devil like that, I want to free them from their suffering. response:	From their cursed fate.
context: they always look like they're in so much pain.\They clench their fangs, fighting their bloodlust,\begging for sedatives.\All the while, being treated like monsters by the very people they saved.\Stay away from me, monster! All the while, being treated like monsters by the very people they saved.\I can't help but pity them.\When I see a devil like that, I want to free them from their suffering.\From their cursed fate. response:	Hey!
context: They clench their fangs, fighting their bloodlust,\begging for sedatives.\All the while, being treated like monsters by the very people they saved.\Stay away from me, monster! All the while, being treated like monsters by the very people they saved.\I can't help but pity them.\When I see a devil like that, I want to free them from their suffering.\From their cursed fate.\Hey! response:	Do you know what this Ushio guy looks like?
context: begging for sedatives.\All the while, being treated like monsters by the very people they saved.\Stay away from me, monster! All the while, being treated like monsters by the very people they saved.\I can't help but pity them.\When I see a devil like that, I want to free them from their suffering.\From their cursed fate.\Hey!\Do you know what this Ushio guy looks like? response:	How should I?
context: All the while, being treated like monsters by the very people they saved.\Stay away from me, monster! All the while, being treated like monsters by the very people they saved.\I can't help but pity them.\When I see a devil like that, I want to free them from their suffering.\From their cursed fate.\Hey!\Do you know what this Ushio guy looks like?\How should I? response:	I can't trust Division 5 anymore.
context: Stay away from me, monster! All the while, being treated like monsters by the very people they saved.\I can't help but pity them.\When I see a devil like that, I want to free them from their suffering.\From their cursed fate.\Hey!\Do you know what this Ushio guy looks like?\How should I?\I can't trust Division 5 anymore. response:	I have to rescue her myself.
context: I can't help but pity them.\When I see a devil like that, I want to free them from their suffering.\From their cursed fate.\Hey!\Do you know what this Ushio guy looks like?\How should I?\I can't trust Division 5 anymore.\I have to rescue her myself. response:	Tsukasa!
context: When I see a devil like that, I want to free them from their suffering.\From their cursed fate.\Hey!\Do you know what this Ushio guy looks like?\How should I?\I can't trust Division 5 anymore.\I have to rescue her myself.\Tsukasa! response:	Why do I always end up putting you in danger?
context: From their cursed fate.\Hey!\Do you know what this Ushio guy looks like?\How should I?\I can't trust Division 5 anymore.\I have to rescue her myself.\Tsukasa!\Why do I always end up putting you in danger? response:	Why...
context: Hey!\Do you know what this Ushio guy looks like?\How should I?\I can't trust Division 5 anymore.\I have to rescue her myself.\Tsukasa!\Why do I always end up putting you in danger?\Why... response:	If you care so much about them, why are you trying to kill them?
context: Do you know what this Ushio guy looks like?\How should I?\I can't trust Division 5 anymore.\I have to rescue her myself.\Tsukasa!\Why do I always end up putting you in danger?\Why...\If you care so much about them, why are you trying to kill them? response:	If they mean so much to you, shouldn't you try to come up with a way to coexist?
context: How should I?\I can't trust Division 5 anymore.\I have to rescue her myself.\Tsukasa!\Why do I always end up putting you in danger?\Why...\If you care so much about them, why are you trying to kill them?\If they mean so much to you, shouldn't you try to come up with a way to coexist? response:	That's just your ego talking.
context: I can't trust Division 5 anymore.\I have to rescue her myself.\Tsukasa!\Why do I always end up putting you in danger?\Why...\If you care so much about them, why are you trying to kill them?\If they mean so much to you, shouldn't you try to come up with a way to coexist?\That's just your ego talking. response:	It's not like you live their lives.
context: I have to rescue her myself.\Tsukasa!\Why do I always end up putting you in danger?\Why...\If you care so much about them, why are you trying to kill them?\If they mean so much to you, shouldn't you try to come up with a way to coexist?\That's just your ego talking.\It's not like you live their lives. response:	You don't know what they have to suffer through.
context: Tsukasa!\Why do I always end up putting you in danger?\Why...\If you care so much about them, why are you trying to kill them?\If they mean so much to you, shouldn't you try to come up with a way to coexist?\That's just your ego talking.\It's not like you live their lives.\You don't know what they have to suffer through. response:	Isn't that true for you, too?
context: Why do I always end up putting you in danger?\Why...\If you care so much about them, why are you trying to kill them?\If they mean so much to you, shouldn't you try to come up with a way to coexist?\That's just your ego talking.\It's not like you live their lives.\You don't know what they have to suffer through.\Isn't that true for you, too? response:	You've never lived a devil's life, either!
context: Why...\If you care so much about them, why are you trying to kill them?\If they mean so much to you, shouldn't you try to come up with a way to coexist?\That's just your ego talking.\It's not like you live their lives.\You don't know what they have to suffer through.\Isn't that true for you, too?\You've never lived a devil's life, either! response:	But you talk about freeing them, like you know what they want.
context: If you care so much about them, why are you trying to kill them?\If they mean so much to you, shouldn't you try to come up with a way to coexist?\That's just your ego talking.\It's not like you live their lives.\You don't know what they have to suffer through.\Isn't that true for you, too?\You've never lived a devil's life, either!\But you talk about freeing them, like you know what they want. response:	You take their lives from them.
context: If they mean so much to you, shouldn't you try to come up with a way to coexist?\That's just your ego talking.\It's not like you live their lives.\You don't know what they have to suffer through.\Isn't that true for you, too?\You've never lived a devil's life, either!\But you talk about freeing them, like you know what they want.\You take their lives from them. response:	Don't pretend to be nice!
context: That's just your ego talking.\It's not like you live their lives.\You don't know what they have to suffer through.\Isn't that true for you, too?\You've never lived a devil's life, either!\But you talk about freeing them, like you know what they want.\You take their lives from them.\Don't pretend to be nice! response:	You're just looking down on them!
context: It's not like you live their lives.\You don't know what they have to suffer through.\Isn't that true for you, too?\You've never lived a devil's life, either!\But you talk about freeing them, like you know what they want.\You take their lives from them.\Don't pretend to be nice!\You're just looking down on them! response:	I was wrong about you.
context: You don't know what they have to suffer through.\Isn't that true for you, too?\You've never lived a devil's life, either!\But you talk about freeing them, like you know what they want.\You take their lives from them.\Don't pretend to be nice!\You're just looking down on them!\I was wrong about you. response:	I thought you'd be begging for your life, but you're lecturing me instead.
context: Isn't that true for you, too?\You've never lived a devil's life, either!\But you talk about freeing them, like you know what they want.\You take their lives from them.\Don't pretend to be nice!\You're just looking down on them!\I was wrong about you.\I thought you'd be begging for your life, but you're lecturing me instead. response:	That makes people angry, you know.
context: You've never lived a devil's life, either!\But you talk about freeing them, like you know what they want.\You take their lives from them.\Don't pretend to be nice!\You're just looking down on them!\I was wrong about you.\I thought you'd be begging for your life, but you're lecturing me instead.\That makes people angry, you know. response:	Either you have nerves of steel,
context: But you talk about freeing them, like you know what they want.\You take their lives from them.\Don't pretend to be nice!\You're just looking down on them!\I was wrong about you.\I thought you'd be begging for your life, but you're lecturing me instead.\That makes people angry, you know.\Either you have nerves of steel, response:	or you're just plain stupid.
context: You take their lives from them.\Don't pretend to be nice!\You're just looking down on them!\I was wrong about you.\I thought you'd be begging for your life, but you're lecturing me instead.\That makes people angry, you know.\Either you have nerves of steel,\or you're just plain stupid. response:	I don't really care which.
context: Don't pretend to be nice!\You're just looking down on them!\I was wrong about you.\I thought you'd be begging for your life, but you're lecturing me instead.\That makes people angry, you know.\Either you have nerves of steel,\or you're just plain stupid.\I don't really care which. response:	Are you scared?
context: You're just looking down on them!\I was wrong about you.\I thought you'd be begging for your life, but you're lecturing me instead.\That makes people angry, you know.\Either you have nerves of steel,\or you're just plain stupid.\I don't really care which.\Are you scared? response:	Everyone here is a devil.
context: I was wrong about you.\I thought you'd be begging for your life, but you're lecturing me instead.\That makes people angry, you know.\Either you have nerves of steel,\or you're just plain stupid.\I don't really care which.\Are you scared?\Everyone here is a devil. response:	Just like you.
context: I thought you'd be begging for your life, but you're lecturing me instead.\That makes people angry, you know.\Either you have nerves of steel,\or you're just plain stupid.\I don't really care which.\Are you scared?\Everyone here is a devil.\Just like you. response:	Like softly melting away
context: That makes people angry, you know.\Either you have nerves of steel,\or you're just plain stupid.\I don't really care which.\Are you scared?\Everyone here is a devil.\Just like you.\Like softly melting away response:	If we could have loved each other more like that
context: Either you have nerves of steel,\or you're just plain stupid.\I don't really care which.\Are you scared?\Everyone here is a devil.\Just like you.\Like softly melting away\If we could have loved each other more like that response:	What could I have told you?
context: or you're just plain stupid.\I don't really care which.\Are you scared?\Everyone here is a devil.\Just like you.\Like softly melting away\If we could have loved each other more like that\What could I have told you? response:	A chance encounter that cannot amount to love
context: I don't really care which.\Are you scared?\Everyone here is a devil.\Just like you.\Like softly melting away\If we could have loved each other more like that\What could I have told you?\A chance encounter that cannot amount to love response:	Someone forgive me
context: Are you scared?\Everyone here is a devil.\Just like you.\Like softly melting away\If we could have loved each other more like that\What could I have told you?\A chance encounter that cannot amount to love\Someone forgive me response:	Because this filthy form is who I am
context: Everyone here is a devil.\Just like you.\Like softly melting away\If we could have loved each other more like that\What could I have told you?\A chance encounter that cannot amount to love\Someone forgive me\Because this filthy form is who I am response:	Oh, why?
context: Just like you.\Like softly melting away\If we could have loved each other more like that\What could I have told you?\A chance encounter that cannot amount to love\Someone forgive me\Because this filthy form is who I am\Oh, why? response:	Are these fingers trembling as they touch you?
context: Like softly melting away\If we could have loved each other more like that\What could I have told you?\A chance encounter that cannot amount to love\Someone forgive me\Because this filthy form is who I am\Oh, why?\Are these fingers trembling as they touch you? response:	It's a story of fighting together
context: If we could have loved each other more like that\What could I have told you?\A chance encounter that cannot amount to love\Someone forgive me\Because this filthy form is who I am\Oh, why?\Are these fingers trembling as they touch you?\It's a story of fighting together response:	I want to hold you
context: What could I have told you?\A chance encounter that cannot amount to love\Someone forgive me\Because this filthy form is who I am\Oh, why?\Are these fingers trembling as they touch you?\It's a story of fighting together\I want to hold you response:	I want to protect you without hurting you
context: A chance encounter that cannot amount to love\Someone forgive me\Because this filthy form is who I am\Oh, why?\Are these fingers trembling as they touch you?\It's a story of fighting together\I want to hold you\I want to protect you without hurting you response:	You and only you
context: Someone forgive me\Because this filthy form is who I am\Oh, why?\Are these fingers trembling as they touch you?\It's a story of fighting together\I want to hold you\I want to protect you without hurting you\You and only you response:	It's a story of desiring forever
context: Because this filthy form is who I am\Oh, why?\Are these fingers trembling as they touch you?\It's a story of fighting together\I want to hold you\I want to protect you without hurting you\You and only you\It's a story of desiring forever response:	I will keep fighting
context: Oh, why?\Are these fingers trembling as they touch you?\It's a story of fighting together\I want to hold you\I want to protect you without hurting you\You and only you\It's a story of desiring forever\I will keep fighting response:	Against the urges surging up inside me
context: Are these fingers trembling as they touch you?\It's a story of fighting together\I want to hold you\I want to protect you without hurting you\You and only you\It's a story of desiring forever\I will keep fighting\Against the urges surging up inside me response:	Oh, again, I...
context: It's a story of fighting together\I want to hold you\I want to protect you without hurting you\You and only you\It's a story of desiring forever\I will keep fighting\Against the urges surging up inside me\Oh, again, I... response:	Deep red dawn
context: I want to hold you\I want to protect you without hurting you\You and only you\It's a story of desiring forever\I will keep fighting\Against the urges surging up inside me\Oh, again, I...\Deep red dawn response:	Like we're softly melting away...
context: I want to protect you without hurting you\You and only you\It's a story of desiring forever\I will keep fighting\Against the urges surging up inside me\Oh, again, I...\Deep red dawn\Like we're softly melting away... response:	Next Time
context: You and only you\It's a story of desiring forever\I will keep fighting\Against the urges surging up inside me\Oh, again, I...\Deep red dawn\Like we're softly melting away...\Next Time response:	Line 8,
context: It's a story of desiring forever\I will keep fighting\Against the urges surging up inside me\Oh, again, I...\Deep red dawn\Like we're softly melting away...\Next Time\Line 8, response:	Offline.
context: I will keep fighting\Against the urges surging up inside me\Oh, again, I...\Deep red dawn\Like we're softly melting away...\Next Time\Line 8,\Offline. response:	Offline
