context: Reflection Room 1 response:	They finally let us go...
context: Because you're here too!\Then, will you acknowledge me?\What else could I acknowledge?\The one in my arms is you.\Not here?\You're no one else but you!\They're just persimmons, you know.\Got it! I beat my brother! response:	What are you thinking? It's a persimmon.
context: Then, will you acknowledge me?\What else could I acknowledge?\The one in my arms is you.\Not here?\You're no one else but you!\They're just persimmons, you know.\Got it! I beat my brother!\What are you thinking? It's a persimmon. response:	But good job, Ayato.
context: What else could I acknowledge?\The one in my arms is you.\Not here?\You're no one else but you!\They're just persimmons, you know.\Got it! I beat my brother!\What are you thinking? It's a persimmon.\But good job, Ayato. response:	Those were the words I wanted to hear the most.
context: The one in my arms is you.\Not here?\You're no one else but you!\They're just persimmons, you know.\Got it! I beat my brother!\What are you thinking? It's a persimmon.\But good job, Ayato.\Those were the words I wanted to hear the most. response:	Ayato
context: Not here?\You're no one else but you!\They're just persimmons, you know.\Got it! I beat my brother!\What are you thinking? It's a persimmon.\But good job, Ayato.\Those were the words I wanted to hear the most.\Ayato response:	Those words that acknowledged my existence.
context: You're no one else but you!\They're just persimmons, you know.\Got it! I beat my brother!\What are you thinking? It's a persimmon.\But good job, Ayato.\Those were the words I wanted to hear the most.\Ayato\Those words that acknowledged my existence. response:	< preview >
context: They're just persimmons, you know.\Got it! I beat my brother!\What are you thinking? It's a persimmon.\But good job, Ayato.\Those were the words I wanted to hear the most.\Ayato\Those words that acknowledged my existence.\< preview > response:	Monster stream.
context: Got it! I beat my brother!\What are you thinking? It's a persimmon.\But good job, Ayato.\Those were the words I wanted to hear the most.\Ayato\Those words that acknowledged my existence.\< preview >\Monster stream. response:	You're finally into it?
context: What are you thinking? It's a persimmon.\But good job, Ayato.\Those were the words I wanted to hear the most.\Ayato\Those words that acknowledged my existence.\< preview >\Monster stream.\You're finally into it? response:	That's stupidly huge!
context: But good job, Ayato.\Those were the words I wanted to hear the most.\Ayato\Those words that acknowledged my existence.\< preview >\Monster stream.\You're finally into it?\That's stupidly huge! response:	Carnival of despair.
context: Those were the words I wanted to hear the most.\Ayato\Those words that acknowledged my existence.\< preview >\Monster stream.\You're finally into it?\That's stupidly huge!\Carnival of despair. response:	Shall we go with Tornado?
context: Ayato\Those words that acknowledged my existence.\< preview >\Monster stream.\You're finally into it?\That's stupidly huge!\Carnival of despair.\Shall we go with Tornado? response:	O! S!
context: Those words that acknowledged my existence.\< preview >\Monster stream.\You're finally into it?\That's stupidly huge!\Carnival of despair.\Shall we go with Tornado?\O! S! response:	God cannot fall.
context: < preview >\Monster stream.\You're finally into it?\That's stupidly huge!\Carnival of despair.\Shall we go with Tornado?\O! S!\God cannot fall. response:	Basically he's an idiot.
context: Monster stream.\You're finally into it?\That's stupidly huge!\Carnival of despair.\Shall we go with Tornado?\O! S!\God cannot fall.\Basically he's an idiot. response:	Overdrive is passive.
context: You're finally into it?\That's stupidly huge!\Carnival of despair.\Shall we go with Tornado?\O! S!\God cannot fall.\Basically he's an idiot.\Overdrive is passive. response:	There'll be trouble if you make light of us!
context: That's stupidly huge!\Carnival of despair.\Shall we go with Tornado?\O! S!\God cannot fall.\Basically he's an idiot.\Overdrive is passive.\There'll be trouble if you make light of us! response:	You can regain your lost memories too.
context: Carnival of despair.\Shall we go with Tornado?\O! S!\God cannot fall.\Basically he's an idiot.\Overdrive is passive.\There'll be trouble if you make light of us!\You can regain your lost memories too. response:	Thank you, Onii - chan.
context: Shall we go with Tornado?\O! S!\God cannot fall.\Basically he's an idiot.\Overdrive is passive.\There'll be trouble if you make light of us!\You can regain your lost memories too.\Thank you, Onii - chan. response:	What do you mean?
context: O! S!\God cannot fall.\Basically he's an idiot.\Overdrive is passive.\There'll be trouble if you make light of us!\You can regain your lost memories too.\Thank you, Onii - chan.\What do you mean? response:	I can't die...
context: God cannot fall.\Basically he's an idiot.\Overdrive is passive.\There'll be trouble if you make light of us!\You can regain your lost memories too.\Thank you, Onii - chan.\What do you mean?\I can't die... response:	Typesetting start
context: Basically he's an idiot.\Overdrive is passive.\There'll be trouble if you make light of us!\You can regain your lost memories too.\Thank you, Onii - chan.\What do you mean?\I can't die...\Typesetting start response:	Mazui presents
context: Overdrive is passive.\There'll be trouble if you make light of us!\You can regain your lost memories too.\Thank you, Onii - chan.\What do you mean?\I can't die...\Typesetting start\Mazui presents response:	mezamete wa kurikaesu nemuri asa wa
context: There'll be trouble if you make light of us!\You can regain your lost memories too.\Thank you, Onii - chan.\What do you mean?\I can't die...\Typesetting start\Mazui presents\mezamete wa kurikaesu nemuri asa wa response:	eri no tai wo kitsuku shime
context: You can regain your lost memories too.\Thank you, Onii - chan.\What do you mean?\I can't die...\Typesetting start\Mazui presents\mezamete wa kurikaesu nemuri asa wa\eri no tai wo kitsuku shime response:	kyoushitsu no doa kuguru to
context: Thank you, Onii - chan.\What do you mean?\I can't die...\Typesetting start\Mazui presents\mezamete wa kurikaesu nemuri asa wa\eri no tai wo kitsuku shime\kyoushitsu no doa kuguru to response:	honno sukoshi mune wo hatte arukidaseru
context: What do you mean?\I can't die...\Typesetting start\Mazui presents\mezamete wa kurikaesu nemuri asa wa\eri no tai wo kitsuku shime\kyoushitsu no doa kuguru to\honno sukoshi mune wo hatte arukidaseru response:	sonna nichijou ni fukinukeru kaze
context: I can't die...\Typesetting start\Mazui presents\mezamete wa kurikaesu nemuri asa wa\eri no tai wo kitsuku shime\kyoushitsu no doa kuguru to\honno sukoshi mune wo hatte arukidaseru\sonna nichijou ni fukinukeru kaze response:	kikoeta ki ga shita
context: Typesetting start\Mazui presents\mezamete wa kurikaesu nemuri asa wa\eri no tai wo kitsuku shime\kyoushitsu no doa kuguru to\honno sukoshi mune wo hatte arukidaseru\sonna nichijou ni fukinukeru kaze\kikoeta ki ga shita response:	kanjita ki ga shitanda
context: Mazui presents\mezamete wa kurikaesu nemuri asa wa\eri no tai wo kitsuku shime\kyoushitsu no doa kuguru to\honno sukoshi mune wo hatte arukidaseru\sonna nichijou ni fukinukeru kaze\kikoeta ki ga shita\kanjita ki ga shitanda response:	furuedasu ima kono mune de
context: mezamete wa kurikaesu nemuri asa wa\eri no tai wo kitsuku shime\kyoushitsu no doa kuguru to\honno sukoshi mune wo hatte arukidaseru\sonna nichijou ni fukinukeru kaze\kikoeta ki ga shita\kanjita ki ga shitanda\furuedasu ima kono mune de response:	mou kuru ki ga shita
context: eri no tai wo kitsuku shime\kyoushitsu no doa kuguru to\honno sukoshi mune wo hatte arukidaseru\sonna nichijou ni fukinukeru kaze\kikoeta ki ga shita\kanjita ki ga shitanda\furuedasu ima kono mune de\mou kuru ki ga shita response:	iku oku no hoshi ga kie satteku no wo
context: kyoushitsu no doa kuguru to\honno sukoshi mune wo hatte arukidaseru\sonna nichijou ni fukinukeru kaze\kikoeta ki ga shita\kanjita ki ga shitanda\furuedasu ima kono mune de\mou kuru ki ga shita\iku oku no hoshi ga kie satteku no wo response:	miokutta te wo futta yokatta ne to
context: honno sukoshi mune wo hatte arukidaseru\sonna nichijou ni fukinukeru kaze\kikoeta ki ga shita\kanjita ki ga shitanda\furuedasu ima kono mune de\mou kuru ki ga shita\iku oku no hoshi ga kie satteku no wo\miokutta te wo futta yokatta ne to response:	HO
context: sonna nichijou ni fukinukeru kaze\kikoeta ki ga shita\kanjita ki ga shitanda\furuedasu ima kono mune de\mou kuru ki ga shita\iku oku no hoshi ga kie satteku no wo\miokutta te wo futta yokatta ne to\HO response:	OO
context: kikoeta ki ga shita\kanjita ki ga shitanda\furuedasu ima kono mune de\mou kuru ki ga shita\iku oku no hoshi ga kie satteku no wo\miokutta te wo futta yokatta ne to\HO\OO response:	I open my eyes again, to a sleepy morning
context: kanjita ki ga shitanda\furuedasu ima kono mune de\mou kuru ki ga shita\iku oku no hoshi ga kie satteku no wo\miokutta te wo futta yokatta ne to\HO\OO\I open my eyes again, to a sleepy morning response:	I tighten the tie around my neck
context: furuedasu ima kono mune de\mou kuru ki ga shita\iku oku no hoshi ga kie satteku no wo\miokutta te wo futta yokatta ne to\HO\OO\I open my eyes again, to a sleepy morning\I tighten the tie around my neck response:	When I pass through the door of the classroom
context: mou kuru ki ga shita\iku oku no hoshi ga kie satteku no wo\miokutta te wo futta yokatta ne to\HO\OO\I open my eyes again, to a sleepy morning\I tighten the tie around my neck\When I pass through the door of the classroom response:	I puff my chest out with a little bit of pride
context: iku oku no hoshi ga kie satteku no wo\miokutta te wo futta yokatta ne to\HO\OO\I open my eyes again, to a sleepy morning\I tighten the tie around my neck\When I pass through the door of the classroom\I puff my chest out with a little bit of pride response:	A wind that blows past everyday life
context: miokutta te wo futta yokatta ne to\HO\OO\I open my eyes again, to a sleepy morning\I tighten the tie around my neck\When I pass through the door of the classroom\I puff my chest out with a little bit of pride\A wind that blows past everyday life response:	I thought I heard it
context: HO\OO\I open my eyes again, to a sleepy morning\I tighten the tie around my neck\When I pass through the door of the classroom\I puff my chest out with a little bit of pride\A wind that blows past everyday life\I thought I heard it response:	I thought I felt it
context: OO\I open my eyes again, to a sleepy morning\I tighten the tie around my neck\When I pass through the door of the classroom\I puff my chest out with a little bit of pride\A wind that blows past everyday life\I thought I heard it\I thought I felt it response:	It started to shake within my chest
context: I open my eyes again, to a sleepy morning\I tighten the tie around my neck\When I pass through the door of the classroom\I puff my chest out with a little bit of pride\A wind that blows past everyday life\I thought I heard it\I thought I felt it\It started to shake within my chest response:	I felt it would come now
context: I tighten the tie around my neck\When I pass through the door of the classroom\I puff my chest out with a little bit of pride\A wind that blows past everyday life\I thought I heard it\I thought I felt it\It started to shake within my chest\I felt it would come now response:	I watched countless stars as they vanished
context: When I pass through the door of the classroom\I puff my chest out with a little bit of pride\A wind that blows past everyday life\I thought I heard it\I thought I felt it\It started to shake within my chest\I felt it would come now\I watched countless stars as they vanished response:	I waved goodbye, I'm glad
context: I puff my chest out with a little bit of pride\A wind that blows past everyday life\I thought I heard it\I thought I felt it\It started to shake within my chest\I felt it would come now\I watched countless stars as they vanished\I waved goodbye, I'm glad response:	itsumo hitori de aruiteta
context: A wind that blows past everyday life\I thought I heard it\I thought I felt it\It started to shake within my chest\I felt it would come now\I watched countless stars as they vanished\I waved goodbye, I'm glad\itsumo hitori de aruiteta response:	furikaeru to minna wa tooku
context: I thought I heard it\I thought I felt it\It started to shake within my chest\I felt it would come now\I watched countless stars as they vanished\I waved goodbye, I'm glad\itsumo hitori de aruiteta\furikaeru to minna wa tooku response:	sore demo atashi wa aruita
context: I thought I felt it\It started to shake within my chest\I felt it would come now\I watched countless stars as they vanished\I waved goodbye, I'm glad\itsumo hitori de aruiteta\furikaeru to minna wa tooku\sore demo atashi wa aruita response:	sore ga tsuyosa datta
context: It started to shake within my chest\I felt it would come now\I watched countless stars as they vanished\I waved goodbye, I'm glad\itsumo hitori de aruiteta\furikaeru to minna wa tooku\sore demo atashi wa aruita\sore ga tsuyosa datta response:	mou nani mo kowakunai
context: I felt it would come now\I watched countless stars as they vanished\I waved goodbye, I'm glad\itsumo hitori de aruiteta\furikaeru to minna wa tooku\sore demo atashi wa aruita\sore ga tsuyosa datta\mou nani mo kowakunai response:	sou tsubuyaitemiseru
context: I watched countless stars as they vanished\I waved goodbye, I'm glad\itsumo hitori de aruiteta\furikaeru to minna wa tooku\sore demo atashi wa aruita\sore ga tsuyosa datta\mou nani mo kowakunai\sou tsubuyaitemiseru response:	itsuka hito wa hitori ni natte
context: I waved goodbye, I'm glad\itsumo hitori de aruiteta\furikaeru to minna wa tooku\sore demo atashi wa aruita\sore ga tsuyosa datta\mou nani mo kowakunai\sou tsubuyaitemiseru\itsuka hito wa hitori ni natte response:	omoide no naka ni ikiteku dake
context: itsumo hitori de aruiteta\furikaeru to minna wa tooku\sore demo atashi wa aruita\sore ga tsuyosa datta\mou nani mo kowakunai\sou tsubuyaitemiseru\itsuka hito wa hitori ni natte\omoide no naka ni ikiteku dake response:	kodoku sae aishi waratterareru you ni
context: furikaeru to minna wa tooku\sore demo atashi wa aruita\sore ga tsuyosa datta\mou nani mo kowakunai\sou tsubuyaitemiseru\itsuka hito wa hitori ni natte\omoide no naka ni ikiteku dake\kodoku sae aishi waratterareru you ni response:	atashi wa tatakaunda
context: sore demo atashi wa aruita\sore ga tsuyosa datta\mou nani mo kowakunai\sou tsubuyaitemiseru\itsuka hito wa hitori ni natte\omoide no naka ni ikiteku dake\kodoku sae aishi waratterareru you ni\atashi wa tatakaunda response:	namida nante misenainda
context: sore ga tsuyosa datta\mou nani mo kowakunai\sou tsubuyaitemiseru\itsuka hito wa hitori ni natte\omoide no naka ni ikiteku dake\kodoku sae aishi waratterareru you ni\atashi wa tatakaunda\namida nante misenainda response:	HH
context: mou nani mo kowakunai\sou tsubuyaitemiseru\itsuka hito wa hitori ni natte\omoide no naka ni ikiteku dake\kodoku sae aishi waratterareru you ni\atashi wa tatakaunda\namida nante misenainda\HH response:	I've always walked alone
context: sou tsubuyaitemiseru\itsuka hito wa hitori ni natte\omoide no naka ni ikiteku dake\kodoku sae aishi waratterareru you ni\atashi wa tatakaunda\namida nante misenainda\HH\I've always walked alone response:	When I turn around, everyone's far behind
context: itsuka hito wa hitori ni natte\omoide no naka ni ikiteku dake\kodoku sae aishi waratterareru you ni\atashi wa tatakaunda\namida nante misenainda\HH\I've always walked alone\When I turn around, everyone's far behind response:	Even so, I kept walking
context: omoide no naka ni ikiteku dake\kodoku sae aishi waratterareru you ni\atashi wa tatakaunda\namida nante misenainda\HH\I've always walked alone\When I turn around, everyone's far behind\Even so, I kept walking response:	That was what strength was
context: kodoku sae aishi waratterareru you ni\atashi wa tatakaunda\namida nante misenainda\HH\I've always walked alone\When I turn around, everyone's far behind\Even so, I kept walking\That was what strength was response:	I'm not afraid of anything anymore,
context: atashi wa tatakaunda\namida nante misenainda\HH\I've always walked alone\When I turn around, everyone's far behind\Even so, I kept walking\That was what strength was\I'm not afraid of anything anymore, response:	I try to whisper to myself
context: namida nante misenainda\HH\I've always walked alone\When I turn around, everyone's far behind\Even so, I kept walking\That was what strength was\I'm not afraid of anything anymore,\I try to whisper to myself response:	Everyone becomes alone someday
context: HH\I've always walked alone\When I turn around, everyone's far behind\Even so, I kept walking\That was what strength was\I'm not afraid of anything anymore,\I try to whisper to myself\Everyone becomes alone someday response:	They live on only in memories
context: I've always walked alone\When I turn around, everyone's far behind\Even so, I kept walking\That was what strength was\I'm not afraid of anything anymore,\I try to whisper to myself\Everyone becomes alone someday\They live on only in memories response:	So I can laugh with my heart, even in this loneliness
context: When I turn around, everyone's far behind\Even so, I kept walking\That was what strength was\I'm not afraid of anything anymore,\I try to whisper to myself\Everyone becomes alone someday\They live on only in memories\So I can laugh with my heart, even in this loneliness response:	I will fight
context: Even so, I kept walking\That was what strength was\I'm not afraid of anything anymore,\I try to whisper to myself\Everyone becomes alone someday\They live on only in memories\So I can laugh with my heart, even in this loneliness\I will fight response:	I will show no tears
