context: J To catch them is my real test J response:	J To train them is my cause J
context: Well, if you really want me to.\Bulbasaur.\What did it say?\Bulbasaur will join you on one condition. It wants to battle you in a Pokemon match.\-Right, Bulbasaur? -Bulbasaur.\Oh, please let me battle with Bulbasaur.\-Please? Pretty please? -No way.\-Pika. -Bulbasaur. response:	Pikachu, go!
context: Bulbasaur.\What did it say?\Bulbasaur will join you on one condition. It wants to battle you in a Pokemon match.\-Right, Bulbasaur? -Bulbasaur.\Oh, please let me battle with Bulbasaur.\-Please? Pretty please? -No way.\-Pika. -Bulbasaur.\Pikachu, go! response:	Pikachu! Look out, Pikachu!
context: What did it say?\Bulbasaur will join you on one condition. It wants to battle you in a Pokemon match.\-Right, Bulbasaur? -Bulbasaur.\Oh, please let me battle with Bulbasaur.\-Please? Pretty please? -No way.\-Pika. -Bulbasaur.\Pikachu, go!\Pikachu! Look out, Pikachu! response:	Ah! The Vine Whip is Bulbasaur's special move.
context: Bulbasaur will join you on one condition. It wants to battle you in a Pokemon match.\-Right, Bulbasaur? -Bulbasaur.\Oh, please let me battle with Bulbasaur.\-Please? Pretty please? -No way.\-Pika. -Bulbasaur.\Pikachu, go!\Pikachu! Look out, Pikachu!\Ah! The Vine Whip is Bulbasaur's special move. response:	Ah, Pikachu, Thunderbolt!
context: -Right, Bulbasaur? -Bulbasaur.\Oh, please let me battle with Bulbasaur.\-Please? Pretty please? -No way.\-Pika. -Bulbasaur.\Pikachu, go!\Pikachu! Look out, Pikachu!\Ah! The Vine Whip is Bulbasaur's special move.\Ah, Pikachu, Thunderbolt! response:	All right. Poke Ball, go!
context: Oh, please let me battle with Bulbasaur.\-Please? Pretty please? -No way.\-Pika. -Bulbasaur.\Pikachu, go!\Pikachu! Look out, Pikachu!\Ah! The Vine Whip is Bulbasaur's special move.\Ah, Pikachu, Thunderbolt!\All right. Poke Ball, go! response:	We did it! We got Bulbasaur.
context: -Please? Pretty please? -No way.\-Pika. -Bulbasaur.\Pikachu, go!\Pikachu! Look out, Pikachu!\Ah! The Vine Whip is Bulbasaur's special move.\Ah, Pikachu, Thunderbolt!\All right. Poke Ball, go!\We did it! We got Bulbasaur. response:	Pikachu.
context: -Pika. -Bulbasaur.\Pikachu, go!\Pikachu! Look out, Pikachu!\Ah! The Vine Whip is Bulbasaur's special move.\Ah, Pikachu, Thunderbolt!\All right. Poke Ball, go!\We did it! We got Bulbasaur.\Pikachu. response:	Bulbasaur, I'll miss you.
context: Pikachu, go!\Pikachu! Look out, Pikachu!\Ah! The Vine Whip is Bulbasaur's special move.\Ah, Pikachu, Thunderbolt!\All right. Poke Ball, go!\We did it! We got Bulbasaur.\Pikachu.\Bulbasaur, I'll miss you. response:	Have a safe trip.
context: Pikachu! Look out, Pikachu!\Ah! The Vine Whip is Bulbasaur's special move.\Ah, Pikachu, Thunderbolt!\All right. Poke Ball, go!\We did it! We got Bulbasaur.\Pikachu.\Bulbasaur, I'll miss you.\Have a safe trip. response:	I promise to take good care of Bulbasaur.
context: Ah! The Vine Whip is Bulbasaur's special move.\Ah, Pikachu, Thunderbolt!\All right. Poke Ball, go!\We did it! We got Bulbasaur.\Pikachu.\Bulbasaur, I'll miss you.\Have a safe trip.\I promise to take good care of Bulbasaur. response:	Bulbasaur, thank you for watching over us.
context: Ah, Pikachu, Thunderbolt!\All right. Poke Ball, go!\We did it! We got Bulbasaur.\Pikachu.\Bulbasaur, I'll miss you.\Have a safe trip.\I promise to take good care of Bulbasaur.\Bulbasaur, thank you for watching over us. response:	-Uh, Melanie, I've been thinking. -Yes?
context: All right. Poke Ball, go!\We did it! We got Bulbasaur.\Pikachu.\Bulbasaur, I'll miss you.\Have a safe trip.\I promise to take good care of Bulbasaur.\Bulbasaur, thank you for watching over us.\-Uh, Melanie, I've been thinking. -Yes? response:	Well, since Bulbasaur is leaving,
context: We did it! We got Bulbasaur.\Pikachu.\Bulbasaur, I'll miss you.\Have a safe trip.\I promise to take good care of Bulbasaur.\Bulbasaur, thank you for watching over us.\-Uh, Melanie, I've been thinking. -Yes?\Well, since Bulbasaur is leaving, response:	I wouldn't mind staying and helping you out.
context: Pikachu.\Bulbasaur, I'll miss you.\Have a safe trip.\I promise to take good care of Bulbasaur.\Bulbasaur, thank you for watching over us.\-Uh, Melanie, I've been thinking. -Yes?\Well, since Bulbasaur is leaving,\I wouldn't mind staying and helping you out. response:	It's very kind of you but we'll be okay.
context: Bulbasaur, I'll miss you.\Have a safe trip.\I promise to take good care of Bulbasaur.\Bulbasaur, thank you for watching over us.\-Uh, Melanie, I've been thinking. -Yes?\Well, since Bulbasaur is leaving,\I wouldn't mind staying and helping you out.\It's very kind of you but we'll be okay. response:	I wouldn't want to keep you from all of your wonderful adventures.
context: Have a safe trip.\I promise to take good care of Bulbasaur.\Bulbasaur, thank you for watching over us.\-Uh, Melanie, I've been thinking. -Yes?\Well, since Bulbasaur is leaving,\I wouldn't mind staying and helping you out.\It's very kind of you but we'll be okay.\I wouldn't want to keep you from all of your wonderful adventures. response:	Oh. Yeah, I guess you're right.
context: I promise to take good care of Bulbasaur.\Bulbasaur, thank you for watching over us.\-Uh, Melanie, I've been thinking. -Yes?\Well, since Bulbasaur is leaving,\I wouldn't mind staying and helping you out.\It's very kind of you but we'll be okay.\I wouldn't want to keep you from all of your wonderful adventures.\Oh. Yeah, I guess you're right. response:	-Goodbye, Melanie. -Goodbye. Good luck.
context: Bulbasaur, thank you for watching over us.\-Uh, Melanie, I've been thinking. -Yes?\Well, since Bulbasaur is leaving,\I wouldn't mind staying and helping you out.\It's very kind of you but we'll be okay.\I wouldn't want to keep you from all of your wonderful adventures.\Oh. Yeah, I guess you're right.\-Goodbye, Melanie. -Goodbye. Good luck. response:	Bulbasaur.
context: -Uh, Melanie, I've been thinking. -Yes?\Well, since Bulbasaur is leaving,\I wouldn't mind staying and helping you out.\It's very kind of you but we'll be okay.\I wouldn't want to keep you from all of your wonderful adventures.\Oh. Yeah, I guess you're right.\-Goodbye, Melanie. -Goodbye. Good luck.\Bulbasaur. response:	Don't worry, Bulbasaur. You'll see your friends again.
context: Well, since Bulbasaur is leaving,\I wouldn't mind staying and helping you out.\It's very kind of you but we'll be okay.\I wouldn't want to keep you from all of your wonderful adventures.\Oh. Yeah, I guess you're right.\-Goodbye, Melanie. -Goodbye. Good luck.\Bulbasaur.\Don't worry, Bulbasaur. You'll see your friends again. response:	As soon as the Pokemon feel better, they'll leave this village too.
context: I wouldn't mind staying and helping you out.\It's very kind of you but we'll be okay.\I wouldn't want to keep you from all of your wonderful adventures.\Oh. Yeah, I guess you're right.\-Goodbye, Melanie. -Goodbye. Good luck.\Bulbasaur.\Don't worry, Bulbasaur. You'll see your friends again.\As soon as the Pokemon feel better, they'll leave this village too. response:	Bulba.
context: It's very kind of you but we'll be okay.\I wouldn't want to keep you from all of your wonderful adventures.\Oh. Yeah, I guess you're right.\-Goodbye, Melanie. -Goodbye. Good luck.\Bulbasaur.\Don't worry, Bulbasaur. You'll see your friends again.\As soon as the Pokemon feel better, they'll leave this village too.\Bulba. response:	Take good care of each other. Bye-bye.
context: I wouldn't want to keep you from all of your wonderful adventures.\Oh. Yeah, I guess you're right.\-Goodbye, Melanie. -Goodbye. Good luck.\Bulbasaur.\Don't worry, Bulbasaur. You'll see your friends again.\As soon as the Pokemon feel better, they'll leave this village too.\Bulba.\Take good care of each other. Bye-bye. response:	So what did Melanie say when you told her you loved her?
context: Oh. Yeah, I guess you're right.\-Goodbye, Melanie. -Goodbye. Good luck.\Bulbasaur.\Don't worry, Bulbasaur. You'll see your friends again.\As soon as the Pokemon feel better, they'll leave this village too.\Bulba.\Take good care of each other. Bye-bye.\So what did Melanie say when you told her you loved her? response:	-Did you kiss her goodbye? -That's enough stupid questions.
context: -Goodbye, Melanie. -Goodbye. Good luck.\Bulbasaur.\Don't worry, Bulbasaur. You'll see your friends again.\As soon as the Pokemon feel better, they'll leave this village too.\Bulba.\Take good care of each other. Bye-bye.\So what did Melanie say when you told her you loved her?\-Did you kiss her goodbye? -That's enough stupid questions. response:	Would you please stop embarrassing me already? You know, okay, so she's cute.
context: Bulbasaur.\Don't worry, Bulbasaur. You'll see your friends again.\As soon as the Pokemon feel better, they'll leave this village too.\Bulba.\Take good care of each other. Bye-bye.\So what did Melanie say when you told her you loved her?\-Did you kiss her goodbye? -That's enough stupid questions.\Would you please stop embarrassing me already? You know, okay, so she's cute. response:	-I understand that! -
context: Don't worry, Bulbasaur. You'll see your friends again.\As soon as the Pokemon feel better, they'll leave this village too.\Bulba.\Take good care of each other. Bye-bye.\So what did Melanie say when you told her you loved her?\-Did you kiss her goodbye? -That's enough stupid questions.\Would you please stop embarrassing me already? You know, okay, so she's cute.\-I understand that! - response:	Did I miss something? What's going on?
context: As soon as the Pokemon feel better, they'll leave this village too.\Bulba.\Take good care of each other. Bye-bye.\So what did Melanie say when you told her you loved her?\-Did you kiss her goodbye? -That's enough stupid questions.\Would you please stop embarrassing me already? You know, okay, so she's cute.\-I understand that! -\Did I miss something? What's going on? response:	Bulba.
context: Bulba.\Take good care of each other. Bye-bye.\So what did Melanie say when you told her you loved her?\-Did you kiss her goodbye? -That's enough stupid questions.\Would you please stop embarrassing me already? You know, okay, so she's cute.\-I understand that! -\Did I miss something? What's going on?\Bulba. response:	With Bulbasaur now at his side,
context: Take good care of each other. Bye-bye.\So what did Melanie say when you told her you loved her?\-Did you kiss her goodbye? -That's enough stupid questions.\Would you please stop embarrassing me already? You know, okay, so she's cute.\-I understand that! -\Did I miss something? What's going on?\Bulba.\With Bulbasaur now at his side, response:	it looks like Ash is building his own dream team.
context: So what did Melanie say when you told her you loved her?\-Did you kiss her goodbye? -That's enough stupid questions.\Would you please stop embarrassing me already? You know, okay, so she's cute.\-I understand that! -\Did I miss something? What's going on?\Bulba.\With Bulbasaur now at his side,\it looks like Ash is building his own dream team. response:	Now it's on to Vermilion City.
context: -Did you kiss her goodbye? -That's enough stupid questions.\Would you please stop embarrassing me already? You know, okay, so she's cute.\-I understand that! -\Did I miss something? What's going on?\Bulba.\With Bulbasaur now at his side,\it looks like Ash is building his own dream team.\Now it's on to Vermilion City. response:	Let's just hope our heroes don't take any more shortcuts,
context: Would you please stop embarrassing me already? You know, okay, so she's cute.\-I understand that! -\Did I miss something? What's going on?\Bulba.\With Bulbasaur now at his side,\it looks like Ash is building his own dream team.\Now it's on to Vermilion City.\Let's just hope our heroes don't take any more shortcuts, response:	or we may never get there.
context: -I understand that! -\Did I miss something? What's going on?\Bulba.\With Bulbasaur now at his side,\it looks like Ash is building his own dream team.\Now it's on to Vermilion City.\Let's just hope our heroes don't take any more shortcuts,\or we may never get there. response:	J Pokemon! J
context: Did I miss something? What's going on?\Bulba.\With Bulbasaur now at his side,\it looks like Ash is building his own dream team.\Now it's on to Vermilion City.\Let's just hope our heroes don't take any more shortcuts,\or we may never get there.\J Pokemon! J response:	Get those lips loose! Its time to Pokerap!
context: Bulba.\With Bulbasaur now at his side,\it looks like Ash is building his own dream team.\Now it's on to Vermilion City.\Let's just hope our heroes don't take any more shortcuts,\or we may never get there.\J Pokemon! J\Get those lips loose! Its time to Pokerap! response:	Come on, sing em with me! Thats the game!
context: With Bulbasaur now at his side,\it looks like Ash is building his own dream team.\Now it's on to Vermilion City.\Let's just hope our heroes don't take any more shortcuts,\or we may never get there.\J Pokemon! J\Get those lips loose! Its time to Pokerap!\Come on, sing em with me! Thats the game! response:	Theres 150 Pokemon. How many can you name?
context: it looks like Ash is building his own dream team.\Now it's on to Vermilion City.\Let's just hope our heroes don't take any more shortcuts,\or we may never get there.\J Pokemon! J\Get those lips loose! Its time to Pokerap!\Come on, sing em with me! Thats the game!\Theres 150 Pokemon. How many can you name? response:	J Gotta catch'em all, Gotta catch'em all J
context: Now it's on to Vermilion City.\Let's just hope our heroes don't take any more shortcuts,\or we may never get there.\J Pokemon! J\Get those lips loose! Its time to Pokerap!\Come on, sing em with me! Thats the game!\Theres 150 Pokemon. How many can you name?\J Gotta catch'em all, Gotta catch'em all J response:	J Gotta catch'em all Gotta catch'em all J
context: Let's just hope our heroes don't take any more shortcuts,\or we may never get there.\J Pokemon! J\Get those lips loose! Its time to Pokerap!\Come on, sing em with me! Thats the game!\Theres 150 Pokemon. How many can you name?\J Gotta catch'em all, Gotta catch'em all J\J Gotta catch'em all Gotta catch'em all J response:	J Sandslash, Hitmonlee, Psyduck Arcanine, Eevee, Exeggutor J
context: or we may never get there.\J Pokemon! J\Get those lips loose! Its time to Pokerap!\Come on, sing em with me! Thats the game!\Theres 150 Pokemon. How many can you name?\J Gotta catch'em all, Gotta catch'em all J\J Gotta catch'em all Gotta catch'em all J\J Sandslash, Hitmonlee, Psyduck Arcanine, Eevee, Exeggutor J response:	J Kabutops, Zapdos, Dratini Growlithe, Mr. Mime, Cubone J
context: J Pokemon! J\Get those lips loose! Its time to Pokerap!\Come on, sing em with me! Thats the game!\Theres 150 Pokemon. How many can you name?\J Gotta catch'em all, Gotta catch'em all J\J Gotta catch'em all Gotta catch'em all J\J Sandslash, Hitmonlee, Psyduck Arcanine, Eevee, Exeggutor J\J Kabutops, Zapdos, Dratini Growlithe, Mr. Mime, Cubone J response:	J Graveler, Voltorb, Gloom We're almost home J
context: Get those lips loose! Its time to Pokerap!\Come on, sing em with me! Thats the game!\Theres 150 Pokemon. How many can you name?\J Gotta catch'em all, Gotta catch'em all J\J Gotta catch'em all Gotta catch'em all J\J Sandslash, Hitmonlee, Psyduck Arcanine, Eevee, Exeggutor J\J Kabutops, Zapdos, Dratini Growlithe, Mr. Mime, Cubone J\J Graveler, Voltorb, Gloom We're almost home J response:	J Gotta catch'em all Gotta catch'em all J
context: Come on, sing em with me! Thats the game!\Theres 150 Pokemon. How many can you name?\J Gotta catch'em all, Gotta catch'em all J\J Gotta catch'em all Gotta catch'em all J\J Sandslash, Hitmonlee, Psyduck Arcanine, Eevee, Exeggutor J\J Kabutops, Zapdos, Dratini Growlithe, Mr. Mime, Cubone J\J Graveler, Voltorb, Gloom We're almost home J\J Gotta catch'em all Gotta catch'em all J response:	J Gotta catch'em all Gotta catch'em all! J
context: Theres 150 Pokemon. How many can you name?\J Gotta catch'em all, Gotta catch'em all J\J Gotta catch'em all Gotta catch'em all J\J Sandslash, Hitmonlee, Psyduck Arcanine, Eevee, Exeggutor J\J Kabutops, Zapdos, Dratini Growlithe, Mr. Mime, Cubone J\J Graveler, Voltorb, Gloom We're almost home J\J Gotta catch'em all Gotta catch'em all J\J Gotta catch'em all Gotta catch'em all! J response:	J Gotta catch'em all, Pokemon! J
context: J Gotta catch'em all, Gotta catch'em all J\J Gotta catch'em all Gotta catch'em all J\J Sandslash, Hitmonlee, Psyduck Arcanine, Eevee, Exeggutor J\J Kabutops, Zapdos, Dratini Growlithe, Mr. Mime, Cubone J\J Graveler, Voltorb, Gloom We're almost home J\J Gotta catch'em all Gotta catch'em all J\J Gotta catch'em all Gotta catch'em all! J\J Gotta catch'em all, Pokemon! J response:	J Charmeleon, Wartortle, Mewtwo Tentacruel, Aerodactyl, Omanyte J
context: J Gotta catch'em all Gotta catch'em all J\J Sandslash, Hitmonlee, Psyduck Arcanine, Eevee, Exeggutor J\J Kabutops, Zapdos, Dratini Growlithe, Mr. Mime, Cubone J\J Graveler, Voltorb, Gloom We're almost home J\J Gotta catch'em all Gotta catch'em all J\J Gotta catch'em all Gotta catch'em all! J\J Gotta catch'em all, Pokemon! J\J Charmeleon, Wartortle, Mewtwo Tentacruel, Aerodactyl, Omanyte J response:	-J Slowpoke, Pidgeot, Arbok J -That's all, folks!
context: J Sandslash, Hitmonlee, Psyduck Arcanine, Eevee, Exeggutor J\J Kabutops, Zapdos, Dratini Growlithe, Mr. Mime, Cubone J\J Graveler, Voltorb, Gloom We're almost home J\J Gotta catch'em all Gotta catch'em all J\J Gotta catch'em all Gotta catch'em all! J\J Gotta catch'em all, Pokemon! J\J Charmeleon, Wartortle, Mewtwo Tentacruel, Aerodactyl, Omanyte J\-J Slowpoke, Pidgeot, Arbok J -That's all, folks! response:	Can you name all the Pokemon?
context: J Kabutops, Zapdos, Dratini Growlithe, Mr. Mime, Cubone J\J Graveler, Voltorb, Gloom We're almost home J\J Gotta catch'em all Gotta catch'em all J\J Gotta catch'em all Gotta catch'em all! J\J Gotta catch'em all, Pokemon! J\J Charmeleon, Wartortle, Mewtwo Tentacruel, Aerodactyl, Omanyte J\-J Slowpoke, Pidgeot, Arbok J -That's all, folks!\Can you name all the Pokemon? response:	Just put todays song together with the other days of the week.
context: J Graveler, Voltorb, Gloom We're almost home J\J Gotta catch'em all Gotta catch'em all J\J Gotta catch'em all Gotta catch'em all! J\J Gotta catch'em all, Pokemon! J\J Charmeleon, Wartortle, Mewtwo Tentacruel, Aerodactyl, Omanyte J\-J Slowpoke, Pidgeot, Arbok J -That's all, folks!\Can you name all the Pokemon?\Just put todays song together with the other days of the week. response:	Thats why you cant miss a show.
context: J Gotta catch'em all Gotta catch'em all J\J Gotta catch'em all Gotta catch'em all! J\J Gotta catch'em all, Pokemon! J\J Charmeleon, Wartortle, Mewtwo Tentacruel, Aerodactyl, Omanyte J\-J Slowpoke, Pidgeot, Arbok J -That's all, folks!\Can you name all the Pokemon?\Just put todays song together with the other days of the week.\Thats why you cant miss a show. response:	You gotta catch'em all!
context: J Gotta catch'em all Gotta catch'em all! J\J Gotta catch'em all, Pokemon! J\J Charmeleon, Wartortle, Mewtwo Tentacruel, Aerodactyl, Omanyte J\-J Slowpoke, Pidgeot, Arbok J -That's all, folks!\Can you name all the Pokemon?\Just put todays song together with the other days of the week.\Thats why you cant miss a show.\You gotta catch'em all! response:	J Catch'em, catch'em Gotta catch'em all J
context: J Gotta catch'em all, Pokemon! J\J Charmeleon, Wartortle, Mewtwo Tentacruel, Aerodactyl, Omanyte J\-J Slowpoke, Pidgeot, Arbok J -That's all, folks!\Can you name all the Pokemon?\Just put todays song together with the other days of the week.\Thats why you cant miss a show.\You gotta catch'em all!\J Catch'em, catch'em Gotta catch'em all J response:	J Gotta catch'em all, Pokemon J
context: J Charmeleon, Wartortle, Mewtwo Tentacruel, Aerodactyl, Omanyte J\-J Slowpoke, Pidgeot, Arbok J -That's all, folks!\Can you name all the Pokemon?\Just put todays song together with the other days of the week.\Thats why you cant miss a show.\You gotta catch'em all!\J Catch'em, catch'em Gotta catch'em all J\J Gotta catch'em all, Pokemon J response:	J Catch'em, catch'em Gotta catch'em all J
context: -J Slowpoke, Pidgeot, Arbok J -That's all, folks!\Can you name all the Pokemon?\Just put todays song together with the other days of the week.\Thats why you cant miss a show.\You gotta catch'em all!\J Catch'em, catch'em Gotta catch'em all J\J Gotta catch'em all, Pokemon J\J Catch'em, catch'em Gotta catch'em all J response:	J Ooh, gotta catch'em all, Pokemon J Catch'em, catch'em J
context: Can you name all the Pokemon?\Just put todays song together with the other days of the week.\Thats why you cant miss a show.\You gotta catch'em all!\J Catch'em, catch'em Gotta catch'em all J\J Gotta catch'em all, Pokemon J\J Catch'em, catch'em Gotta catch'em all J\J Ooh, gotta catch'em all, Pokemon J Catch'em, catch'em J response:	J Gotta catch'em all Gotta catch'em all! Pokemon! J
